algorithm,seed,t,V,window,grid_density,mos,swer,q_semantic,q_energy,violation_flag,energy_cum,snr_db,per,noise_std,semantic_weight,P_index,B_index,utility_reward,lyapunov_reward,scaled_reward,q_prev_before,reward,decision_latency_ms,mu_star,mu_choice,run_tag,experiment_id,scenario,safety_overridden,active_set_size,q_next_est
raucb_plus,0,42,800.0,512,50,2.0712799250655642,0.5855452448764662,17.955856008015402,0.0,0,0.7428571428571429,2.5623373152524347,0.9137489490110459,0.05,0.7612792981173142,35,5,1.99699421077985,1595.286801456545,1.9941085018206812,17.826352952992163,1.99699421077985,0.018399994587525725,0.0,1.693061224489796,task3_raucb_plus_V800.0_w512_g50_T10000_s0,exp_0,default,1,121,17.875594353162697
raucb_plus,0,43,800.0,512,50,2.3714460031124482,0.5252132417745407,17.84185358369617,0.0,0,0.6510204081632653,4.252905960591832,0.8753554029575679,0.05,0.2343493697474895,30,0,2.306343962296122,1847.1221809525384,2.308902726190673,17.955856008015402,2.306343962296122,0.018200000340584666,0.0,1.3348979591836734,task3_raucb_plus_V800.0_w512_g50_T10000_s0,exp_0,default,1,121,17.947339272411952
raucb_plus,0,44,800.0,512,50,1.9652944167335404,0.6031491060331604,17.89439065851595,0.0,0,0.8346938775510204,3.885503361213733,0.8848594669348762,0.05,0.8707791560636367,40,10,1.8818250289784384,1504.5226643861006,1.8806533304826258,17.84185358369617,1.8818250289784384,0.01840000186348334,0.0,2.051224489795919,task3_raucb_plus_V800.0_w512_g50_T10000_s0,exp_0,default,1,121,17.965466201583403
raucb_plus,0,45,800.0,512,50,2.084895293253611,0.5790752287650407,17.932885078009093,0.0,0,1.0,3.066843509692317,0.9036524270537258,0.05,0.6800734358508088,49,5,1.984895293253611,1587.2274004223057,1.984034250527882,17.89439065851595,1.984895293253611,0.01809999957913533,0.0,1.6673469387755102,task3_raucb_plus_V800.0_w512_g50_T10000_s0,exp_0,default,1,121,17.79237620775199
raucb_plus,0,46,800.0,512,50,2.397284670650755,0.5321672777454336,17.92998871228853,0.0,0,0.3755102040816327,3.8010911058776897,0.886945462909056,0.05,0.161127123846258,15,0,2.3597336502425916,1887.838860387684,2.359798575484605,17.932885078009093,2.3597336502425916,0.01809999957913533,0.0,1.3624489795918366,task3_raucb_plus_V800.0_w512_g50_T10000_s0,exp_0,default,1,121,17.98893119898272
raucb_plus,0,47,800.0,512,50,2.236438997845009,0.5465079089850492,18.048247130229697,0.12773009715953926,0,0.2836734693877551,2.7128793767585924,0.910846514975082,0.05,0.48264233507316495,10,0,2.2080716509062337,1764.3369486261686,2.205421185782711,17.92998871228853,2.2080716509062337,0.017899998056236655,0.0,1.3716326530612244,task3_raucb_plus_V800.0_w512_g50_T10000_s0,exp_0,default,1,121,17.995205124605622
raucb_plus,0,48,800.0,512,50,2.233011171420044,0.5542883261033834,18.029467350364573,0.0,0,0.7428571428571429,2.0,0.9238138768389723,0.05,0.6737157009705941,35,0,2.1587254571343295,1727.3193078155207,2.1591491347694007,18.048247130229697,2.1587254571343295,0.017799997294787318,0.0,1.3257142857142856,task3_raucb_plus_V800.0_w512_g50_T10000_s0,exp_0,default,1,121,17.996336902387828
raucb_plus,0,49,800.0,512,50,2.4302083549441726,0.5351463593184587,17.852464878652047,0.0,0,0.926530612244898,3.5941569003382146,0.8919105988640977,0.05,0.6367933301034017,45,0,2.337555293719683,1873.2354952604212,2.3415443690755264,18.029467350364573,2.337555293719683,0.01809999957913533,0.0,1.3073469387755101,task3_raucb_plus_V800.0_w512_g50_T10000_s0,exp_0,default,1,121,17.997834697303347
raucb_plus,0,50,800.0,512,50,1.9214054599791015,0.6267262489544276,18.155217556196494,0.0,0,1.0,2.2521124470517733,0.9194486885858371,0.05,0.32930421281797195,49,10,1.8214054599791014,1451.7194864405012,1.8146493580506264,17.852464878652047,1.8214054599791014,0.017400001524947584,0.0,2.0346938775510206,task3_raucb_plus_V800.0_w512_g50_T10000_s0,exp_0,default,1,121,17.97054220488528
raucb_plus,0,51,800.0,512,50,2.2211697789880924,0.5542883261033834,18.083337587851084,0.0,0,1.0,2.0,0.9238138768389723,0.05,0.42722263167473706,49,0,2.1211697789880923,1698.2408196537174,2.122801024567147,18.155217556196494,2.1211697789880923,0.01790000533219427,0.0,1.2999999999999998,task3_raucb_plus_V800.0_w512_g50_T10000_s0,exp_0,default,3,121,18.07370350031502
raucb_plus,0,52,800.0,512,50,2.2111145964784495,0.5542883261033834,18.04333286478452,0.0,0,1.0,2.0,0.9238138768389723,0.05,0.2530810115305803,49,0,2.1111145964784495,1689.6150960950808,2.112018870118851,18.083337587851084,2.1111145964784495,0.017899998056236655,0.0,1.2999999999999998,task3_raucb_plus_V800.0_w512_g50_T10000_s0,exp_0,default,3,121,18.033337587851083
raucb_plus,0,53,800.0,512,50,2.2557814881932416,0.5542883261033834,17.976274374020402,0.0,0,1.0,2.0,0.9238138768389723,0.05,0.3805035616285141,49,0,2.1557814881932416,1725.8351492248603,2.1572939365310755,18.04333286478452,2.1557814881932416,0.01840000186348334,0.0,1.2999999999999998,task3_raucb_plus_V800.0_w512_g50_T10000_s0,exp_0,default,1,121,17.99333286478452
raucb_plus,0,54,800.0,512,50,2.281553320163045,0.5542883261033834,17.994894932756246,0.0,0,0.8346938775510204,2.0,0.9238138768389723,0.05,0.19471841011335309,40,0,2.1980839324079433,1758.1324176535215,2.197665522066902,17.976274374020402,2.1980839324079433,0.02010000025620684,0.0,1.3165306122448979,task3_raucb_plus_V800.0_w512_g50_T10000_s0,exp_0,default,1,121,17.967600904632647
raucb_plus,0,55,800.0,512,50,2.269937345769357,0.5458351084790957,17.86361312207582,0.0,0,0.926530612244898,2.7697954306236166,0.9097251807984928,0.05,0.7665056424735301,45,0,2.177284284544867,1744.1898300256698,2.1802372875320875,17.994894932756246,2.177284284544867,0.02390000008745119,0.0,1.3073469387755101,task3_raucb_plus_V800.0_w512_g50_T10000_s0,exp_0,default,1,121,17.96326227969502
raucb_plus,0,56,800.0,512,50,2.3479555101233807,0.5421334102487871,17.95382271600329,0.0,0,0.19183673469387758,3.0714306637968525,0.9035556837479787,0.05,0.7059029728599797,5,0,2.328771836653993,1861.4060000373743,2.326757500046718,17.86361312207582,2.328771836653993,0.02390000008745119,0.0,1.3808163265306121,task3_raucb_plus_V800.0_w512_g50_T10000_s0,exp_0,default,1,121,17.99719455817821
raucb_plus,0,57,800.0,512,50,2.3006311984080874,0.5431941463969034,18.00457319107251,0.0,0,0.46734693877551026,2.9869091757944,0.9053235773281725,0.05,0.43141554680508126,20,0,2.2538965045305366,1802.2060385922837,2.252757548240355,17.95382271600329,2.2538965045305366,0.0225000039790757,0.0,1.3532653061224489,task3_raucb_plus_V800.0_w512_g50_T10000_s0,exp_0,default,1,121,17.974394751204954
raucb_plus,0,58,800.0,512,50,2.3139071110849767,0.5523828556811256,18.043731235919594,0.0,0,0.5591836734693878,2.18473902563444,0.9206380928018759,0.05,0.9470707000974039,25,0,2.257988743738038,1805.6859711059617,2.257107463882452,18.00457319107251,2.257988743738038,0.019899998733308166,0.0,1.3440816326530611,task3_raucb_plus_V800.0_w512_g50_T10000_s0,exp_0,default,1,121,17.995794335417493
raucb_plus,0,59,800.0,512,50,2.2223454564913387,0.550663296593804,17.986147512274407,0.0,0,0.926530612244898,2.3454820847661844,0.9177721609896733,0.05,0.34060467158087954,45,0,2.129692395266849,1704.7929414464963,2.1309911768081204,18.043731235919594,2.129692395266849,0.050000002374872565,0.0,1.3073469387755101,task3_raucb_plus_V800.0_w512_g50_T10000_s0,exp_0,default,1,121,17.990702787542542
raucb_plus,0,60,800.0,512,50,2.2123292166305424,0.5496287085772128,17.992877802181482,0.0,0,0.6510204081632653,2.439636240963231,0.9160478476286881,0.05,0.30872968324098715,30,0,2.1472271758142156,1717.6606886643035,2.1470758608303795,17.986147512274407,2.1472271758142156,0.028299997211433947,0.0,1.3348979591836734,task3_raucb_plus_V800.0_w512_g50_T10000_s0,exp_0,default,1,121,17.99527792425389
raucb_plus,0,61,800.0,512,50,2.324491800084247,0.5480305704850886,17.94376862255863,0.0,0,0.6510204081632653,2.5815140692049643,0.9133842841418144,0.05,0.25901649698270324,30,0,2.25938975926792,1808.3954228822554,2.260494278602819,17.992877802181482,2.25938975926792,0.02099999983329326,0.0,1.3348979591836734,task3_raucb_plus_V800.0_w512_g50_T10000_s0,exp_0,default,1,121,17.994346179511258
raucb_plus,0,62,800.0,512,50,2.323099644637613,0.5425905605725362,17.946342664891787,0.0,0,0.46734693877551026,3.035185333461933,0.9043176009542271,0.05,0.29996661485676934,20,0,2.276364950760062,1821.0457725879985,2.276307215734998,17.94376862255863,2.276364950760062,0.022100000933278352,0.0,1.3532653061224489,task3_raucb_plus_V800.0_w512_g50_T10000_s0,exp_0,default,1,121,17.992960785352523
raucb_plus,0,63,800.0,512,50,2.154628299469081,0.5883409671975353,17.98438787061374,0.0,0,1.0,2.3267200968639394,0.9181117004037971,0.05,0.553272278454102,49,5,2.0546282994690808,1643.019867276622,2.0537748340957775,17.946342664891787,2.0546282994690808,0.01870000414783135,0.0,1.6673469387755102,task3_raucb_plus_V800.0_w512_g50_T10000_s0,exp_0,default,1,121,17.950617967596802
raucb_plus,0,64,800.0,512,50,2.333126729258578,0.5259638491114371,17.785500945639562,0.0,0,0.8346938775510204,4.206064474245926,0.8766064151857286,0.05,0.6016235049142901,40,0,2.249657341503476,1803.3027328039104,2.254128416004888,17.98438787061374,2.249657341503476,0.055000004067551345,0.0,1.3165306122448979,task3_raucb_plus_V800.0_w512_g50_T10000_s0,exp_0,default,1,121,17.941625493160334
raucb_plus,0,65,800.0,512,50,2.022690818639821,0.6017246482226393,17.915025517253966,0.0,0,0.7428571428571429,3.9686487775113792,0.8827696935002792,0.05,0.34493424087239094,35,10,1.9484051043541069,1556.420424092354,1.9455255301154426,17.785500945639562,1.9484051043541069,0.01930000144056976,0.0,2.0604081632653064,task3_raucb_plus_V800.0_w512_g50_T10000_s0,exp_0,default,1,121,17.962284754663667
raucb_plus,0,66,800.0,512,50,2.145475438442378,0.5594675113905085,17.862261101227364,0.0,0,0.7428571428571429,4.337935553198953,0.8730543967558891,0.05,0.7882330004340434,35,5,2.071189724156664,1657.8970551848508,2.0723713189810637,17.915025517253966,2.071189724156664,0.022299995180219412,0.0,1.693061224489796,task3_raucb_plus_V800.0_w512_g50_T10000_s0,exp_0,default,1,121,17.930181600158523
raucb_plus,0,67,800.0,512,50,1.888550267087948,0.6220646248077348,18.160153563561924,0.0,0,0.926530612244898,2.6219896014406325,0.9126097789095511,0.05,0.4998229718980012,45,10,1.7958972058634581,1431.396731748459,1.7892459146855737,17.862261101227364,1.7958972058634581,0.15020000137155876,0.0,2.042040816326531,task3_raucb_plus_V800.0_w512_g50_T10000_s0,exp_0,default,1,121,17.927204279504835
raucb_plus,0,68,800.0,512,50,2.206936278060458,0.5461149871420419,17.990477524586336,0.0,0,1.0,2.746200920745138,0.9101916452367365,0.05,0.6241027518834587,49,0,2.106936278060458,1688.6303653722198,2.1107879567152747,18.160153563561924,2.106936278060458,0.019500002963468432,0.0,1.2999999999999998,task3_raucb_plus_V800.0_w512_g50_T10000_s0,exp_0,default,3,121,18.032404863381842
