algorithm,seed,t,V,window,grid_density,mos,swer,q_semantic,q_energy,violation_flag,energy_cum,snr_db,noise_std,P_index,B_index,reward,q_prev_before,utility_reward,lyapunov_reward,scaled_reward,decision_latency_ms,mu_star,mu_choice,run_tag,experiment_id,best_by_metric,scenario
best_fixed_arm_oracle,1,11,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,5.017335649330622,0.0,5.017335649330622,4013.8685194644977,5.017335649330622,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,12,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.953177295649917,0.0,4.953177295649917,3962.541836519934,4.953177295649917,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,13,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.981854502600347,0.0,4.981854502600347,3985.4836020802777,4.981854502600347,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,14,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.965894034366001,0.0,4.965894034366001,3972.7152274928008,4.965894034366001,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,15,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,5.019942310631731,0.0,5.019942310631731,4015.953848505385,5.019942310631731,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,16,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.9919861053740835,0.0,4.9919861053740835,3993.5888842992667,4.9919861053740835,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,17,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.975377162451746,0.0,4.975377162451746,3980.301729961397,4.975377162451746,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,18,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.9509045768821585,0.0,4.9509045768821585,3960.723661505727,4.9509045768821585,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,19,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.977140387969056,0.0,4.977140387969056,3981.712310375245,4.977140387969056,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,20,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.990407109025917,0.0,4.990407109025917,3992.325687220734,4.990407109025917,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,21,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.976219854735032,0.0,4.976219854735032,3980.9758837880254,4.976219854735032,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,22,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,5.054703190719911,0.0,5.054703190719911,4043.7625525759286,5.054703190719911,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,23,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,5.04033621576529,0.0,5.04033621576529,4032.268972612232,5.04033621576529,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,24,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.854441876051702,0.0,4.854441876051702,3883.5535008413617,4.854441876051702,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,25,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.895549337701617,0.0,4.895549337701617,3916.4394701612937,4.895549337701617,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,26,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.981261395397242,0.0,4.981261395397242,3985.0091163177935,4.981261395397242,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,27,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.968890479421183,0.0,4.968890479421183,3975.1123835369463,4.968890479421183,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,28,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,5.0006821498749305,0.0,5.0006821498749305,4000.5457198999443,5.0006821498749305,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,29,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,5.000866096551128,0.0,5.000866096551128,4000.692877240903,5.000866096551128,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,30,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,5.095891937752553,0.0,5.095891937752553,4076.7135502020424,5.095891937752553,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,31,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.934398961865386,0.0,4.934398961865386,3947.519169492309,4.934398961865386,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,32,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.97111974964365,0.0,4.97111974964365,3976.89579971492,4.97111974964365,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,33,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,5.092138580374617,0.0,5.092138580374617,4073.7108642996936,5.092138580374617,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,34,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,5.022335149810092,0.0,5.022335149810092,4017.868119848074,5.022335149810092,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,35,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,5.023153168618813,0.0,5.023153168618813,4018.5225348950503,5.023153168618813,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,36,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.9642996814156275,0.0,4.9642996814156275,3971.439745132502,4.9642996814156275,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,37,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.907596241457218,0.0,4.907596241457218,3926.076993165774,4.907596241457218,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,38,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.998373237211137,0.0,4.998373237211137,3998.6985897689096,4.998373237211137,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,39,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.995450704391078,0.0,4.995450704391078,3996.3605635128624,4.995450704391078,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,40,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.928632397287772,0.0,4.928632397287772,3942.9059178302177,4.928632397287772,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,41,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.955838666910972,0.0,4.955838666910972,3964.6709335287774,4.955838666910972,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,42,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.986397816013639,0.0,4.986397816013639,3989.118252810911,4.986397816013639,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,43,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.942762418846962,0.0,4.942762418846962,3954.2099350775693,4.942762418846962,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,44,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.985086501607389,0.0,4.985086501607389,3988.0692012859113,4.985086501607389,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,45,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.994774151373473,0.0,4.994774151373473,3995.819321098779,4.994774151373473,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,46,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.991779311852775,0.0,4.991779311852775,3993.42344948222,4.991779311852775,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,47,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.964685417084285,0.0,4.964685417084285,3971.7483336674277,4.964685417084285,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,48,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,5.019687403589291,0.0,5.019687403589291,4015.749922871433,5.019687403589291,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,49,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,5.034558347714117,0.0,5.034558347714117,4027.6466781712934,5.034558347714117,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,50,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,5.006042415228328,0.0,5.006042415228328,4004.8339321826625,5.006042415228328,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,51,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.949088488630485,0.0,4.949088488630485,3959.270790904388,4.949088488630485,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,52,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,5.026582614189272,0.0,5.026582614189272,4021.266091351418,5.026582614189272,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,53,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.9649279990766475,0.0,4.9649279990766475,3971.942399261318,4.9649279990766475,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,54,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,5.033958030914399,0.0,5.033958030914399,4027.1664247315193,5.033958030914399,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,55,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.936410629156128,0.0,4.936410629156128,3949.128503324902,4.936410629156128,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,56,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,5.035723360156439,0.0,5.035723360156439,4028.578688125151,5.035723360156439,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,57,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.988996827269226,0.0,4.988996827269226,3991.197461815381,4.988996827269226,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,58,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.92756255548328,0.0,4.92756255548328,3942.050044386624,4.92756255548328,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,59,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.974305026401658,0.0,4.974305026401658,3979.4440211213264,4.974305026401658,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,60,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.992705113938578,0.0,4.992705113938578,3994.164091150862,4.992705113938578,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,61,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,5.003639566958223,0.0,5.003639566958223,4002.9116535665785,5.003639566958223,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,62,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.940890593752951,0.0,4.940890593752951,3952.712475002361,4.940890593752951,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,63,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.934631347641741,0.0,4.934631347641741,3947.7050781133926,4.934631347641741,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,64,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.999979226642354,0.0,4.999979226642354,3999.9833813138835,4.999979226642354,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,65,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.96666251915601,0.0,4.96666251915601,3973.3300153248083,4.96666251915601,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,66,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,5.001775280586512,0.0,5.001775280586512,4001.420224469209,5.001775280586512,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,67,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,5.027975976123919,0.0,5.027975976123919,4022.380780899135,5.027975976123919,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,68,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.907560631682453,0.0,4.907560631682453,3926.0485053459624,4.907560631682453,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,69,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,5.002719405825881,0.0,5.002719405825881,4002.175524660705,5.002719405825881,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,70,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,5.051232348376787,0.0,5.051232348376787,4040.9858787014296,5.051232348376787,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,71,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.975123657781476,0.0,4.975123657781476,3980.098926225181,4.975123657781476,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,72,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.949459270838122,0.0,4.949459270838122,3959.5674166704976,4.949459270838122,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,73,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,5.02761219135898,0.0,5.02761219135898,4022.089753087184,5.02761219135898,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,74,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,5.0026723258104075,0.0,5.0026723258104075,4002.137860648326,5.0026723258104075,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,75,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,5.034794153538878,0.0,5.034794153538878,4027.8353228311025,5.034794153538878,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,76,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.9727392144974365,0.0,4.9727392144974365,3978.191371597949,4.9727392144974365,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,77,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.9159090863138895,0.0,4.9159090863138895,3932.7272690511118,4.9159090863138895,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,78,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.984499461764438,0.0,4.984499461764438,3987.5995694115504,4.984499461764438,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,79,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.967708592349439,0.0,4.967708592349439,3974.166873879551,4.967708592349439,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,80,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,5.028766191102379,0.0,5.028766191102379,4023.0129528819034,5.028766191102379,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,81,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.9996816424188575,0.0,4.9996816424188575,3999.745313935086,4.9996816424188575,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
best_fixed_arm_oracle,1,82,800.0,5000,50,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,49,4.908457538378245,0.0,4.908457538378245,3926.7660307025963,4.908457538378245,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w5000_g50_T5000_s1,exp_1,scaled_reward,bandit_stationary_pure
