algorithm,seed,t,V,window,grid_density,mos,swer,q_semantic,q_energy,violation_flag,energy_cum,snr_db,noise_std,P_index,B_index,reward,q_prev_before,utility_reward,lyapunov_reward,scaled_reward,decision_latency_ms,mu_star,mu_choice,run_tag,experiment_id
safe_linucb,0,1,800.0,300,10,5.0,0.0,0.0,0.0,0,1.0,10.0,0.05,9,9,4.893394756835435,0.0,4.893394756835435,3914.715805468348,4.893394756835435,1.5609000001859386,4.99,4.9,task3_safe_linucb_V800.0_w300_g10_T10000_s0,exp_0
safe_linucb,0,2,800.0,300,10,5.0,0.0,0.0,0.0,0,1.0,10.0,0.05,9,9,4.932021132522165,0.0,4.932021132522165,3945.6169060177317,4.932021132522165,1.006700000289129,4.99,4.9,task3_safe_linucb_V800.0_w300_g10_T10000_s0,exp_0
safe_linucb,0,3,800.0,300,10,5.0,0.0,0.0,0.0,0,1.0,10.0,0.05,9,9,4.905245005857652,0.0,4.905245005857652,3924.196004686122,4.905245005857652,1.0061000011774013,4.99,4.9,task3_safe_linucb_V800.0_w300_g10_T10000_s0,exp_0
safe_linucb,0,4,800.0,300,10,5.0,0.0,0.0,0.0,0,1.0,10.0,0.05,9,9,4.873216531341945,0.0,4.873216531341945,3898.573225073556,4.873216531341945,1.0829000002559042,4.99,4.9,task3_safe_linucb_V800.0_w300_g10_T10000_s0,exp_0
safe_linucb,0,5,800.0,300,10,5.0,0.0,0.0,0.0,0,1.0,10.0,0.05,9,9,4.9180797527454745,0.0,4.9180797527454745,3934.4638021963797,4.9180797527454745,1.0954000008496223,4.99,4.9,task3_safe_linucb_V800.0_w300_g10_T10000_s0,exp_0
safe_linucb,0,6,800.0,300,10,5.0,0.0,0.0,0.0,0,1.0,10.0,0.05,9,9,4.965200002256507,0.0,4.965200002256507,3972.160001805206,4.965200002256507,1.1106999991170596,4.99,4.9,task3_safe_linucb_V800.0_w300_g10_T10000_s0,exp_0
safe_linucb,0,7,800.0,300,10,5.0,0.0,0.0,0.0,0,1.0,10.0,0.05,9,9,4.947354048156463,0.0,4.947354048156463,3957.88323852517,4.947354048156463,1.1730000005627517,4.99,4.9,task3_safe_linucb_V800.0_w300_g10_T10000_s0,exp_0
safe_linucb,0,8,800.0,300,10,5.0,0.0,0.0,0.0,0,1.0,10.0,0.05,9,9,4.864813238209651,0.0,4.864813238209651,3891.8505905677207,4.864813238209651,1.128600000811275,4.99,4.9,task3_safe_linucb_V800.0_w300_g10_T10000_s0,exp_0
safe_linucb,0,9,800.0,300,10,5.0,0.0,0.0,0.0,0,1.0,10.0,0.05,9,9,4.836728926447698,0.0,4.836728926447698,3869.3831411581587,4.836728926447698,1.1254000000917586,4.99,4.9,task3_safe_linucb_V800.0_w300_g10_T10000_s0,exp_0
safe_linucb,0,10,800.0,300,10,5.0,0.0,0.0,0.0,0,1.0,10.0,0.05,9,9,4.868836276873132,0.0,4.868836276873132,3895.069021498506,4.868836276873132,1.1383000000932952,4.99,4.9,task3_safe_linucb_V800.0_w300_g10_T10000_s0,exp_0
safe_linucb,0,11,800.0,300,10,5.0,0.0,0.0,0.0,0,1.0,10.0,0.05,9,9,4.9020662989673625,0.0,4.9020662989673625,3921.6530391738897,4.9020662989673625,1.117300000260002,4.99,4.9,task3_safe_linucb_V800.0_w300_g10_T10000_s0,exp_0
safe_linucb,0,12,800.0,300,10,5.0,0.0,0.0,0.0,0,1.0,10.0,0.05,9,9,4.7837484612680585,0.0,4.7837484612680585,3826.9987690144467,4.7837484612680585,1.1704999997164123,4.99,4.9,task3_safe_linucb_V800.0_w300_g10_T10000_s0,exp_0
safe_linucb,0,13,800.0,300,10,5.0,0.0,0.0,0.0,0,1.0,10.0,0.05,9,9,4.889060416803373,0.0,4.889060416803373,3911.2483334426984,4.889060416803373,1.1345999992045108,4.99,4.9,task3_safe_linucb_V800.0_w300_g10_T10000_s0,exp_0
safe_linucb,0,14,800.0,300,10,5.0,0.0,0.0,0.0,0,1.0,10.0,0.05,9,9,4.837704452637347,0.0,4.837704452637347,3870.1635621098776,4.837704452637347,1.2357000014162622,4.99,4.9,task3_safe_linucb_V800.0_w300_g10_T10000_s0,exp_0
safe_linucb,0,15,800.0,300,10,5.0,0.0,0.0,0.0,0,1.0,10.0,0.05,9,9,4.863386632264827,0.0,4.863386632264827,3890.7093058118617,4.863386632264827,1.1162999999214662,4.99,4.9,task3_safe_linucb_V800.0_w300_g10_T10000_s0,exp_0
safe_linucb,0,16,800.0,300,10,5.0,0.0,0.0,0.0,0,1.0,10.0,0.05,9,9,4.872787050857135,0.0,4.872787050857135,3898.229640685708,4.872787050857135,1.1056999992433703,4.99,4.9,task3_safe_linucb_V800.0_w300_g10_T10000_s0,exp_0
