algorithm,seed,t,V,window,grid_density,mos,swer,q_semantic,q_energy,violation_flag,energy_cum,noise_std,reward,q_prev_before,utility_reward,lyapunov_reward,scaled_reward,decision_latency_ms,mu_star,mu_choice,run_tag,experiment_id,scenario
lyapunov_greedy_oracle,2,1,800.0,2000,50,5.0,0.0,0.0,0.0,0,0.1,0.05,4.963862577925963,0.0,4.963862577925963,3971.09006234077,4.963862577925963,0.05980000423733145,4.99,4.99,task3_lyapunov_greedy_oracle_V800.0_w2000_g50_T2000_s2,exp_2,bandit_stationary_pure
lyapunov_greedy_oracle,2,2,800.0,2000,50,5.0,0.0,0.0,0.0,0,0.1,0.05,4.969346822830405,0.0,4.969346822830405,3975.4774582643245,4.969346822830405,0.030700000934302807,4.99,4.99,task3_lyapunov_greedy_oracle_V800.0_w2000_g50_T2000_s2,exp_2,bandit_stationary_pure
lyapunov_greedy_oracle,2,3,800.0,2000,50,5.0,0.0,0.0,0.0,0,0.1,0.05,4.867926630868007,0.0,4.867926630868007,3894.341304694406,4.867926630868007,0.025900008040480316,4.99,4.99,task3_lyapunov_greedy_oracle_V800.0_w2000_g50_T2000_s2,exp_2,bandit_stationary_pure
lyapunov_greedy_oracle,2,4,800.0,2000,50,5.0,0.0,0.0,0.0,0,0.1,0.05,5.079985369136045,0.0,5.079985369136045,4063.988295308836,5.079985369136045,0.02439999661874026,4.99,4.99,task3_lyapunov_greedy_oracle_V800.0_w2000_g50_T2000_s2,exp_2,bandit_stationary_pure
lyapunov_greedy_oracle,2,5,800.0,2000,50,5.0,0.0,0.0,0.0,0,0.1,0.05,5.047208293601861,0.0,5.047208293601861,4037.766634881489,5.047208293601861,0.025000001187436283,4.99,4.99,task3_lyapunov_greedy_oracle_V800.0_w2000_g50_T2000_s2,exp_2,bandit_stationary_pure
lyapunov_greedy_oracle,2,6,800.0,2000,50,5.0,0.0,0.0,0.0,0,0.1,0.05,4.973728858156609,0.0,4.973728858156609,3978.9830865252875,4.973728858156609,0.0236999912885949,4.99,4.99,task3_lyapunov_greedy_oracle_V800.0_w2000_g50_T2000_s2,exp_2,bandit_stationary_pure
lyapunov_greedy_oracle,2,7,800.0,2000,50,5.0,0.0,0.0,0.0,0,0.1,0.05,5.028690329336383,0.0,5.028690329336383,4022.9522634691066,5.028690329336383,0.02989999484270811,4.99,4.99,task3_lyapunov_greedy_oracle_V800.0_w2000_g50_T2000_s2,exp_2,bandit_stationary_pure
lyapunov_greedy_oracle,2,8,800.0,2000,50,5.0,0.0,0.0,0.0,0,0.1,0.05,5.0040605334898824,0.0,5.0040605334898824,4003.248426791906,5.0040605334898824,0.023899992811493576,4.99,4.99,task3_lyapunov_greedy_oracle_V800.0_w2000_g50_T2000_s2,exp_2,bandit_stationary_pure
lyapunov_greedy_oracle,2,9,800.0,2000,50,5.0,0.0,0.0,0.0,0,0.1,0.05,4.9623088581787975,0.0,4.9623088581787975,3969.847086543038,4.9623088581787975,0.026599998818710446,4.99,4.99,task3_lyapunov_greedy_oracle_V800.0_w2000_g50_T2000_s2,exp_2,bandit_stationary_pure
lyapunov_greedy_oracle,2,10,800.0,2000,50,5.0,0.0,0.0,0.0,0,0.1,0.05,5.038878372556302,0.0,5.038878372556302,4031.1026980450415,5.038878372556302,0.023600005079060793,4.99,4.99,task3_lyapunov_greedy_oracle_V800.0_w2000_g50_T2000_s2,exp_2,bandit_stationary_pure
lyapunov_greedy_oracle,2,11,800.0,2000,50,5.0,0.0,0.0,0.0,0,0.1,0.05,4.974472172667043,0.0,4.974472172667043,3979.5777381336343,4.974472172667043,0.023499989765696228,4.99,4.99,task3_lyapunov_greedy_oracle_V800.0_w2000_g50_T2000_s2,exp_2,bandit_stationary_pure
lyapunov_greedy_oracle,2,12,800.0,2000,50,5.0,0.0,0.0,0.0,0,0.1,0.05,4.973558804797102,0.0,4.973558804797102,3978.847043837682,4.973558804797102,0.02400000812485814,4.99,4.99,task3_lyapunov_greedy_oracle_V800.0_w2000_g50_T2000_s2,exp_2,bandit_stationary_pure
lyapunov_greedy_oracle,2,13,800.0,2000,50,5.0,0.0,0.0,0.0,0,0.1,0.05,4.950392662232055,0.0,4.950392662232055,3960.3141297856437,4.950392662232055,0.023899992811493576,4.99,4.99,task3_lyapunov_greedy_oracle_V800.0_w2000_g50_T2000_s2,exp_2,bandit_stationary_pure
lyapunov_greedy_oracle,2,14,800.0,2000,50,5.0,0.0,0.0,0.0,0,0.1,0.05,5.012747903562043,0.0,5.012747903562043,4010.198322849634,5.012747903562043,0.02340000355616212,4.99,4.99,task3_lyapunov_greedy_oracle_V800.0_w2000_g50_T2000_s2,exp_2,bandit_stationary_pure
lyapunov_greedy_oracle,2,15,800.0,2000,50,5.0,0.0,0.0,0.0,0,0.1,0.05,4.985040097414131,0.0,4.985040097414131,3988.0320779313047,4.985040097414131,0.02379999205004424,4.99,4.99,task3_lyapunov_greedy_oracle_V800.0_w2000_g50_T2000_s2,exp_2,bandit_stationary_pure
