algorithm,seed,t,V,window,grid_density,mos,swer,q_semantic,q_energy,violation_flag,energy_cum,snr_db,noise_std,P_index,B_index,reward,q_prev_before,utility_reward,lyapunov_reward,scaled_reward,decision_latency_ms,mu_star,mu_choice,run_tag,experiment_id,scenario
safe_linucb,1,1,800.0,10000,50,5.0,0.0,0.0,0.0,0,1.0,10.0,0.05,49,49,4.941080907175058,0.0,4.941080907175058,3952.8647257400467,4.941080907175058,21.3246000057552,4.99,4.9,task3_safe_linucb_V800.0_w10000_g50_T10000_s1,exp_1,bandit_stationary_pure
safe_linucb,1,2,800.0,10000,50,5.0,0.0,0.0,0.0,0,1.0,10.0,0.05,49,49,4.9165218538091695,0.0,4.9165218538091695,3933.2174830473355,4.9165218538091695,20.825500003411435,4.99,4.9,task3_safe_linucb_V800.0_w10000_g50_T10000_s1,exp_1,bandit_stationary_pure
safe_linucb,1,3,800.0,10000,50,5.0,0.0,0.0,0.0,0,1.0,10.0,0.05,49,49,4.834842138419782,0.0,4.834842138419782,3867.873710735826,4.834842138419782,20.506999993813224,4.99,4.9,task3_safe_linucb_V800.0_w10000_g50_T10000_s1,exp_1,bandit_stationary_pure
safe_linucb,1,4,800.0,10000,50,5.0,0.0,0.0,0.0,0,1.0,10.0,0.05,49,49,4.945267793333656,0.0,4.945267793333656,3956.2142346669248,4.945267793333656,20.707200004835613,4.99,4.9,task3_safe_linucb_V800.0_w10000_g50_T10000_s1,exp_1,bandit_stationary_pure
safe_linucb,1,5,800.0,10000,50,5.0,0.0,0.0,0.0,0,1.0,10.0,0.05,49,49,4.922318728618201,0.0,4.922318728618201,3937.8549828945606,4.922318728618201,20.977599997422658,4.99,4.9,task3_safe_linucb_V800.0_w10000_g50_T10000_s1,exp_1,bandit_stationary_pure
safe_linucb,1,6,800.0,10000,50,5.0,0.0,0.0,0.0,0,1.0,10.0,0.05,49,49,4.873152338231986,0.0,4.873152338231986,3898.5218705855887,4.873152338231986,20.93810000224039,4.99,4.9,task3_safe_linucb_V800.0_w10000_g50_T10000_s1,exp_1,bandit_stationary_pure
safe_linucb,1,7,800.0,10000,50,5.0,0.0,0.0,0.0,0,1.0,10.0,0.05,49,49,4.929055905209818,0.0,4.929055905209818,3943.2447241678547,4.929055905209818,20.360700000310317,4.99,4.9,task3_safe_linucb_V800.0_w10000_g50_T10000_s1,exp_1,bandit_stationary_pure
safe_linucb,1,8,800.0,10000,50,5.0,0.0,0.0,0.0,0,1.0,10.0,0.05,49,49,4.918228619809304,0.0,4.918228619809304,3934.5828958474435,4.918228619809304,20.468799993977882,4.99,4.9,task3_safe_linucb_V800.0_w10000_g50_T10000_s1,exp_1,bandit_stationary_pure
safe_linucb,1,9,800.0,10000,50,5.0,0.0,0.0,0.0,0,1.0,10.0,0.05,49,49,4.914706624832776,0.0,4.914706624832776,3931.765299866221,4.914706624832776,20.812199989450164,4.99,4.9,task3_safe_linucb_V800.0_w10000_g50_T10000_s1,exp_1,bandit_stationary_pure
safe_linucb,1,10,800.0,10000,50,5.0,0.0,0.0,0.0,0,1.0,10.0,0.05,49,49,4.9014211120657905,0.0,4.9014211120657905,3921.1368896526324,4.9014211120657905,21.12630000920035,4.99,4.9,task3_safe_linucb_V800.0_w10000_g50_T10000_s1,exp_1,bandit_stationary_pure
safe_linucb,1,11,800.0,10000,50,5.0,0.0,0.0,0.0,0,1.0,10.0,0.05,49,49,4.927335649330622,0.0,4.927335649330622,3941.8685194644977,4.927335649330622,21.125100000062957,4.99,4.9,task3_safe_linucb_V800.0_w10000_g50_T10000_s1,exp_1,bandit_stationary_pure
safe_linucb,1,12,800.0,10000,50,5.0,0.0,0.0,0.0,0,1.0,10.0,0.05,49,49,4.863177295649917,0.0,4.863177295649917,3890.541836519934,4.863177295649917,20.994100006646477,4.99,4.9,task3_safe_linucb_V800.0_w10000_g50_T10000_s1,exp_1,bandit_stationary_pure
safe_linucb,1,13,800.0,10000,50,5.0,0.0,0.0,0.0,0,1.0,10.0,0.05,49,49,4.8918545026003475,0.0,4.8918545026003475,3913.483602080278,4.8918545026003475,21.02270000614226,4.99,4.9,task3_safe_linucb_V800.0_w10000_g50_T10000_s1,exp_1,bandit_stationary_pure
safe_linucb,1,14,800.0,10000,50,5.0,0.0,0.0,0.0,0,1.0,10.0,0.05,49,49,4.875894034366001,0.0,4.875894034366001,3900.715227492801,4.875894034366001,21.05509999091737,4.99,4.9,task3_safe_linucb_V800.0_w10000_g50_T10000_s1,exp_1,bandit_stationary_pure
safe_linucb,1,15,800.0,10000,50,5.0,0.0,0.0,0.0,0,1.0,10.0,0.05,49,49,4.9299423106317315,0.0,4.9299423106317315,3943.9538485053854,4.9299423106317315,21.640400009346195,4.99,4.9,task3_safe_linucb_V800.0_w10000_g50_T10000_s1,exp_1,bandit_stationary_pure
safe_linucb,1,16,800.0,10000,50,5.0,0.0,0.0,0.0,0,1.0,10.0,0.05,49,49,4.901986105374084,0.0,4.901986105374084,3921.5888842992667,4.901986105374084,21.351900009904057,4.99,4.9,task3_safe_linucb_V800.0_w10000_g50_T10000_s1,exp_1,bandit_stationary_pure
safe_linucb,1,17,800.0,10000,50,5.0,0.0,0.0,0.0,0,1.0,10.0,0.05,49,49,4.885377162451746,0.0,4.885377162451746,3908.301729961397,4.885377162451746,21.01779999793507,4.99,4.9,task3_safe_linucb_V800.0_w10000_g50_T10000_s1,exp_1,bandit_stationary_pure
safe_linucb,1,18,800.0,10000,50,5.0,0.0,0.0,0.0,0,1.0,10.0,0.05,49,49,4.860904576882159,0.0,4.860904576882159,3888.723661505727,4.860904576882159,21.142900004633702,4.99,4.9,task3_safe_linucb_V800.0_w10000_g50_T10000_s1,exp_1,bandit_stationary_pure
safe_linucb,1,19,800.0,10000,50,5.0,0.0,0.0,0.0,0,1.0,10.0,0.05,49,49,4.8871403879690565,0.0,4.8871403879690565,3909.712310375245,4.8871403879690565,21.107399996253662,4.99,4.9,task3_safe_linucb_V800.0_w10000_g50_T10000_s1,exp_1,bandit_stationary_pure
safe_linucb,1,20,800.0,10000,50,5.0,0.0,0.0,0.0,0,1.0,10.0,0.05,49,49,4.900407109025918,0.0,4.900407109025918,3920.325687220734,4.900407109025918,21.09970001038164,4.99,4.9,task3_safe_linucb_V800.0_w10000_g50_T10000_s1,exp_1,bandit_stationary_pure
safe_linucb,1,21,800.0,10000,50,5.0,0.0,0.0,0.0,0,1.0,10.0,0.05,49,49,4.886219854735032,0.0,4.886219854735032,3908.9758837880254,4.886219854735032,21.084100008010864,4.99,4.9,task3_safe_linucb_V800.0_w10000_g50_T10000_s1,exp_1,bandit_stationary_pure
safe_linucb,1,22,800.0,10000,50,5.0,0.0,0.0,0.0,0,1.0,10.0,0.05,49,49,4.964703190719911,0.0,4.964703190719911,3971.762552575929,4.964703190719911,21.067599998787045,4.99,4.9,task3_safe_linucb_V800.0_w10000_g50_T10000_s1,exp_1,bandit_stationary_pure
safe_linucb,1,23,800.0,10000,50,5.0,0.0,0.0,0.0,0,1.0,10.0,0.05,49,49,4.95033621576529,0.0,4.95033621576529,3960.268972612232,4.95033621576529,21.045000001322478,4.99,4.9,task3_safe_linucb_V800.0_w10000_g50_T10000_s1,exp_1,bandit_stationary_pure
