algorithm,seed,t,V,window,grid_density,mos,swer,q_semantic,q_energy,violation_flag,energy_cum,snr_db,P_index,B_index,reward,q_prev_before,utility_reward,lyapunov_reward,scaled_reward,decision_latency_ms,run_tag,experiment_id
safeopt_gp,1,1,800.0,300,50,5.0,0.0,1.7980244084438366,0.31385129691022084,0,0.1,11.250940058737903,0,39,4.99,0.0,4.99,3992.0,4.99,1.5693999885115772,task3_safeopt_gp_V800.0_w300_g50_T2000_s1,exp_1
safeopt_gp,1,2,800.0,300,50,5.0,0.0,3.2748777933517417,0.5906078512476242,0,0.1,11.61551245492398,0,39,4.99,1.7980244084438366,4.99,3989.3445815662426,4.986680726957803,0.6624000088777393,task3_safeopt_gp_V800.0_w300_g50_T2000_s1,exp_1
safeopt_gp,1,3,800.0,300,50,5.0,0.0,5.369632526495437,0.6422052658934466,0,0.1,10.879058367922312,0,39,4.99,3.2748777933517417,4.99,3985.139934241909,4.981424917802387,0.3150000120513141,task3_safeopt_gp_V800.0_w300_g50_T2000_s1,exp_1
safeopt_gp,1,4,800.0,300,50,4.974280775938113,0.0051438448123773736,7.15563815971059,0.6439328862315215,0,0.1,10.91878047540397,0,39,4.964280775938113,5.369632526495437,4.964280775938113,3961.8344268098745,4.952293033512343,0.26440000510774553,task3_safeopt_gp_V800.0_w300_g50_T2000_s1,exp_1
safeopt_gp,1,5,800.0,300,50,5.0,0.0,8.843378632900393,0.7865283734473391,0,0.1,10.926922655922315,0,39,4.99,7.15563815971059,4.99,3979.923139866355,4.974903924832944,0.23919998784549534,task3_safeopt_gp_V800.0_w300_g50_T2000_s1,exp_1
safeopt_gp,1,6,800.0,300,50,4.957780958842364,0.00844380823152715,10.920513583307265,0.9571418012210563,0,0.1,8.215760176956346,0,39,4.9477809588423645,8.843378632900393,4.9477809588423645,3939.855876235813,4.924819845294766,0.2767999831121415,task3_safeopt_gp_V800.0_w300_g50_T2000_s1,exp_1
safeopt_gp,1,7,800.0,300,50,5.0,0.0,13.191086374199484,1.1151760939949955,0,0.1,8.429403174454958,0,39,4.99,10.920513583307265,4.99,3967.2041789951736,4.959005223743967,0.2738999901339412,task3_safeopt_gp_V800.0_w300_g50_T2000_s1,exp_1
safeopt_gp,1,8,800.0,300,50,5.0,0.0,15.320965585526288,1.3216777445215158,0,0.1,7.317382411762675,0,39,4.99,13.191086374199484,4.99,3963.904579356776,4.95488072419597,0.31450000824406743,task3_safeopt_gp_V800.0_w300_g50_T2000_s1,exp_1
safeopt_gp,1,9,800.0,300,50,5.0,0.0,17.24408142383257,1.4513456859642175,0,0.1,7.9804457841389365,0,39,4.99,15.320965585526288,4.99,3962.536008424329,4.953170010530411,0.3273999900557101,task3_safeopt_gp_V800.0_w300_g50_T2000_s1,exp_1
safeopt_gp,1,10,800.0,300,50,4.992795632027277,0.0014408735945446339,19.425069446217588,1.6478161950163595,0,0.1,8.089459871960484,0,39,4.982795632027277,17.24408142383257,4.982795632027277,3948.627370579411,4.935784213224264,0.4059000057168305,task3_safeopt_gp_V800.0_w300_g50_T2000_s1,exp_1
safeopt_gp,1,11,800.0,300,50,1.0035586237055485,0.7992882752588903,21.34335729832355,1.8032606372496258,1,0.1,7.144708248899706,0,39,0.9935586237055485,19.425069446217588,0.9935586237055485,757.5840242194449,0.9469800302743061,0.3260000084992498,task3_safeopt_gp_V800.0_w300_g50_T2000_s1,exp_1
safeopt_gp,1,12,800.0,300,50,1.0320848304566563,0.7935830339086687,23.516078466236653,2.0449040902512543,1,0.1,6.638416590585391,0,39,1.0220848304566563,21.34335729832355,1.0220848304566563,771.2947001689248,0.964118375211156,0.2814999897964299,task3_safeopt_gp_V800.0_w300_g50_T2000_s1,exp_1
safeopt_gp,1,13,800.0,300,50,1.0879160618287986,0.7824167876342403,25.68521746560434,2.0405660532798544,1,0.1,5.820186363195083,0,39,1.0779160618287986,23.516078466236653,1.0779160618287986,811.3232065497343,1.0141540081871678,0.28330000350251794,task3_safeopt_gp_V800.0_w300_g50_T2000_s1,exp_1
safeopt_gp,1,14,800.0,300,50,1.0,0.8,27.914889275717503,2.3788346014881445,1,0.1,4.748398946317639,0,39,0.99,25.68521746560434,0.99,734.7303946803157,0.9184129933503946,0.27299998328089714,task3_safeopt_gp_V800.0_w300_g50_T2000_s1,exp_1
safeopt_gp,1,15,800.0,300,50,1.0,0.8,29.46513149517065,2.601695049275618,1,0.1,4.434499474350791,0,39,0.99,27.914889275717503,0.99,748.7251600934229,0.9359064501167786,0.3426999901421368,task3_safeopt_gp_V800.0_w300_g50_T2000_s1,exp_1
safeopt_gp,1,16,800.0,300,50,1.0235505611730225,0.7952898877653956,31.249044676722463,2.6093041328571047,1,0.1,3.3271264271855983,0,39,1.0135505611730224,29.46513149517065,1.0135505611730224,758.2772124680255,0.9478465155850319,0.33049998455680907,task3_safeopt_gp_V800.0_w300_g50_T2000_s1,exp_1
safeopt_gp,1,17,800.0,300,50,1.1224646967535732,0.7755070606492854,33.56889830062764,2.5845665480676936,1,0.1,4.0866459496639775,0,39,1.1124646967535732,31.249044676722463,1.1124646967535732,817.4785478659892,1.0218481848324865,0.24839999969117343,task3_safeopt_gp_V800.0_w300_g50_T2000_s1,exp_1
