algorithm,seed,t,V,window,grid_density,mos,swer,q_semantic,q_energy,violation_flag,energy_cum,snr_db,P_index,B_index,reward,q_prev_before,utility_reward,lyapunov_reward,scaled_reward,decision_latency_ms,run_tag,experiment_id
safeopt_gp,2,8,800.0,300,50,5.0,0.0,15.694620133685927,1.0925690903909433,0,0.1,11.66607469002043,0,39,4.99,13.561057008419635,4.99,3963.066628827202,4.953833286034002,0.38240000139921904,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,9,800.0,300,50,4.957814117382169,0.008437176523566237,17.625671020486934,1.4236280828447572,0,0.1,11.496314192297294,0,39,4.947814117382169,15.694620133685927,4.947814117382169,3927.944183778576,4.90993022972322,0.3957000153604895,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,10,800.0,300,50,4.892093954086306,0.021581209182738804,19.56990390814155,1.7383061457480478,0,0.1,11.73925304539603,0,39,4.882093954086306,17.625671020486934,4.882093954086306,3871.4067540040332,4.839258442505042,0.3417000116314739,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,11,800.0,300,50,1.1324347019236958,0.7735130596152608,21.301424634774847,1.8997203977099297,1,0.1,11.175965846891991,0,39,1.1224347019236958,19.56990390814155,1.1224347019236958,864.0620673037876,1.0800775841297345,0.3328000020701438,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,12,800.0,300,50,1.0,0.8,22.81601498459555,2.1506951359029243,1,0.1,9.303436329285967,0,39,0.99,21.301424634774847,0.99,759.737067810737,0.9496713347634212,0.32589997863397,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,13,800.0,300,50,1.099970142215178,0.7800059715569644,24.9659488206516,2.2432427031433324,1,0.1,9.457018215821924,0,39,1.089970142215178,22.81601498459555,1.089970142215178,822.9231911527986,1.0286539889409982,0.367300002835691,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,14,800.0,300,50,1.0,0.8,27.030756657909603,2.346839882383136,1,0.1,11.831905129139068,0,39,0.99,24.9659488206516,0.99,740.4501132105364,0.9255626415131705,0.25610000011511147,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,15,800.0,300,50,1.0,0.8,28.619722017260848,2.548742641014355,1,0.1,12.479969730683553,0,39,0.99,27.030756657909603,0.99,749.0490640335286,0.9363113300419107,0.2986000035889447,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,16,800.0,300,50,1.0,0.8,30.731435714208228,2.4984481999806754,1,0.1,12.374709952268521,0,39,0.99,28.619722017260848,0.99,731.5633410133238,0.9144541762666547,0.42329999268986285,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,17,800.0,300,50,1.1510119413122346,0.769797611737553,32.70339322522609,2.6504554411814736,1,0.1,9.940833255119582,0,39,1.1410119413122346,30.731435714208228,1.1410119413122346,852.2084675687923,1.0652605844609904,0.3912000101990998,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,18,800.0,300,50,1.0,0.8,34.63881796156985,2.859091509534115,1,0.1,9.931876957009184,0,39,0.99,32.70339322522609,0.99,728.7050437895205,0.9108813047369005,0.35039999056607485,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,19,800.0,300,50,1.0354350595323525,0.7929129880935295,36.31164768356921,3.1036050781083993,1,0.1,8.677690295035553,0,39,1.0254350595323525,34.63881796156985,1.0254350595323525,762.4032034048425,0.9530040042560531,0.2629999944474548,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,20,800.0,300,50,1.0891655815570935,0.7821668836885813,38.03489172302038,3.467188545809195,1,0.1,9.094076830065731,0,39,1.0791655815570935,36.31164768356921,1.0791655815570935,800.7586348123134,1.0009482935153917,0.3300999815110117,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,21,800.0,300,50,1.0,0.8,39.75982465703317,3.372091220332477,1,0.1,8.98945037739204,0,39,0.99,38.03489172302038,0.99,726.3923626253517,0.9079904532816896,0.2783999952953309,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,22,800.0,300,50,1.1428544005170784,0.7714291198965844,42.03058762888946,3.4950261600400836,1,0.1,9.17949621598315,0,39,1.1328544005170784,39.75982465703317,1.1328544005170784,815.9983828149732,1.0199979785187165,0.2851999888662249,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,23,800.0,300,50,1.0,0.8,43.835865402987,3.5780456886711525,1,0.1,8.511876267321693,0,39,0.99,42.03058762888946,0.99,716.1231143213068,0.8951538929016336,0.380899989977479,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,24,800.0,300,50,1.0,0.8,45.44724469872147,3.5829889515453557,1,0.1,8.559280679815819,0,39,0.99,43.835865402987,0.99,721.3637940790237,0.9017047425987796,0.33049998455680907,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,25,800.0,300,50,1.0401158209610137,0.7919768358077972,47.44118033078173,3.6257052543150032,1,0.1,7.738120730564959,0,39,1.0301158209610137,45.44724469872147,1.0301158209610137,733.4737761850687,0.9168422202313359,0.3946000069845468,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,26,800.0,300,50,1.0318681635077842,0.7936263672984432,48.98064668993472,3.6302351138924926,1,0.1,8.646522655657709,0,39,1.0218681635077842,47.44118033078173,1.0218681635077842,744.460429648478,0.9305755370605975,0.41080001392401755,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,27,800.0,300,50,1.0968477609522218,0.7806304478095557,50.52948871547266,3.6226364561074322,1,0.1,8.190188761725691,0,39,1.0868477609522218,48.98064668993472,1.0868477609522218,793.6149247303808,0.992018655912976,0.2895000216085464,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,28,800.0,300,50,1.0899273707650607,0.7820145258469878,52.76171300716369,3.9561229378782072,1,0.1,7.235043992001005,0,39,1.0799273707650607,50.52948871547266,1.0799273707650607,751.1487444546426,0.9389359305683033,0.32190000638365746,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,29,800.0,300,50,1.0765354683766122,0.7846929063246776,55.05456224708833,4.163436912453786,1,0.1,7.0767963767294395,0,39,1.0665354683766122,52.76171300716369,1.0665354683766122,732.2537211356928,0.915317151419616,0.3121999907307327,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,30,800.0,300,50,1.0,0.8,57.062132962084995,4.256256970895606,1,0.1,7.122604212508815,0,39,0.99,55.05456224708833,0.99,681.4740731057843,0.8518425913822304,0.2549000200815499,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,31,800.0,300,50,1.0,0.8,59.22326548519119,4.42965046098576,1,0.1,7.847380706049908,0,39,0.99,57.062132962084995,0.99,668.681168617828,0.835851460772285,0.38469998980872333,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,32,800.0,300,50,1.1448884110028812,0.7710223177994238,61.51140951281753,4.632230043698779,1,0.1,7.315315378271297,0,39,1.1348884110028812,59.22326548519119,1.1348884110028812,772.3993675858356,0.9654992094822945,0.32279998413287103,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,33,800.0,300,50,1.1320379489366779,0.7735924102126643,63.73351687889944,4.8119186374712175,1,0.1,6.72374049538008,0,39,1.1220379489366779,61.51140951281753,1.1220379489366779,760.9454029728298,0.9511817537160373,0.26989998877979815,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,34,800.0,300,50,1.207518777631539,0.7584962444736922,65.69852754696947,4.856557599532177,1,0.1,5.915394617820749,0,39,1.197518777631539,63.73351687889944,1.197518777631539,832.777981524572,1.0409724769057151,0.2280999906361103,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,35,800.0,300,50,1.0,0.8,67.95066617444621,5.092009757050091,1,0.1,5.866671073195046,0,39,0.99,65.69852754696947,0.99,644.0378083431254,0.8050472604289068,0.4430999979376793,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,36,800.0,300,50,1.0,0.8,69.84728704398779,5.401153383684828,1,0.1,6.0683663740656835,0,39,0.99,67.95066617444621,0.99,663.1233484342923,0.8289041855428654,0.35620000562630594,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,37,800.0,300,50,1.0,0.8,72.11828601532679,5.423483431531145,1,0.1,6.730371344214622,0,39,0.99,69.84728704398779,0.99,633.3768829722841,0.7917211037153551,0.33310000435449183,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,38,800.0,300,50,1.0,0.8,74.1782992361675,5.366941481605022,1,0.1,7.827636381100584,0,39,0.99,72.11828601532679,0.99,643.4353773440547,0.8042942216800684,0.2871000033337623,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,39,800.0,300,50,1.0264255625146483,0.7947148874970703,76.18772048350208,5.613339218690804,1,0.1,7.340747312414652,0,39,1.0164255625146483,74.1782992361675,1.0164255625146483,664.0849994354219,0.8301062492942773,0.29150000773370266,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,40,800.0,300,50,1.0,0.8,77.80917090310336,5.708642687297292,1,0.1,8.088402741220857,0,39,0.99,76.18772048350208,0.99,668.4653886535599,0.8355817358169498,0.2671999973244965,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,41,800.0,300,50,1.075208058922078,0.7849583882155844,79.8865284136626,5.9778639626321075,1,0.1,7.283756634712027,0,39,1.065208058922078,77.80917090310336,1.065208058922078,690.5289815717133,0.8631612269646416,0.27150000096298754,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,42,800.0,300,50,1.0667910506249423,0.7866417898750115,81.60604623355351,6.089134381416559,1,0.1,7.0441184423830006,0,39,1.0567910506249423,79.8865284136626,1.0567910506249423,708.0665313234394,0.8850831641542993,0.22040001931600273,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,43,800.0,300,50,1.0346177538556727,0.7930764492288654,83.87660337760033,6.065890127684572,1,0.1,7.265119408705518,0,39,1.0246177538556727,81.60604623355351,1.0246177538556727,634.4030118115281,0.7930037647644101,0.267500028712675,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,44,800.0,300,50,1.0,0.8,85.7913911849285,6.422762048131581,1,0.1,6.380346074938274,0,39,0.99,83.87660337760033,0.99,631.3941025324702,0.7892426281655878,0.2886999864131212,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,45,800.0,300,50,1.0807027957542583,0.7838594408491483,87.39952448136619,6.420643799879936,1,0.1,6.502295524608569,0,39,1.0707027957542583,85.7913911849285,1.0707027957542583,718.5982438912126,0.8982478048640158,0.24369999300688505,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,46,800.0,300,50,1.0,0.8,89.70229560112902,6.327639310394153,1,0.1,5.3987047745452275,0,39,0.99,87.39952448136619,0.99,590.7388991433048,0.7384236239291311,0.35519999801181257,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,47,800.0,300,50,1.0577395933676395,0.7884520813264722,91.94229618845334,6.362832047023853,1,0.1,6.9239078547184985,0,39,1.0477395933676394,89.70229560112902,1.0477395933676394,637.2584798632429,0.7965730998290536,0.30520002474077046,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,48,800.0,300,50,1.0,0.8,93.54197739163659,6.635434078375491,1,0.1,4.891628548205096,0,39,0.99,91.94229618845334,0.99,644.921637009824,0.8061520462622801,0.3497999859973788,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,49,800.0,300,50,1.0204868934186704,0.7959026213162659,95.31647968393726,6.7791457759177804,1,0.1,4.1814143568975375,0,39,1.0104868934186704,93.54197739163659,1.0104868934186704,642.3990614271399,0.802998826783925,0.22069999249652028,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,50,800.0,300,50,1.0503204855331778,0.7899359028933645,97.25287998075099,6.856670499437903,1,0.1,3.0607366937322804,0,39,1.0403204855331778,95.31647968393726,1.0403204855331778,647.6855288753263,0.8096069110941579,0.21559998276643455,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,51,800.0,300,50,1.1323847805852774,0.7735230438829446,98.96719946680298,7.156174245267188,1,0.1,2.4787820445717452,0,39,1.1223847805852774,97.25287998075099,1.1223847805852774,731.1853172425449,0.9139816465531811,0.34440000308677554,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,52,800.0,300,50,1.0,0.8,101.31094527382679,7.22881266750156,1,0.1,2.779055134992206,0,39,0.99,98.96719946680298,0.99,560.0460412167917,0.7000575515209896,0.2195000124629587,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,53,800.0,300,50,1.0,0.8,103.07221055142557,7.1346945682954654,1,0.1,4.0732667634028,0,39,0.99,101.31094527382679,0.99,613.5645498484985,0.7669556873106231,0.2466999867465347,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,54,800.0,300,50,1.0,0.8,104.74825343149332,7.111497173857392,1,0.1,4.811166933330809,0,39,0.99,103.07221055142557,0.99,619.2465553724387,0.7740581942155483,0.29910000739619136,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,55,800.0,300,50,1.2301495132844955,0.7539700973431008,107.06445178035821,7.493245232535363,1,0.1,5.999020241687792,0,39,1.2201495132844955,104.74825343149332,1.2201495132844955,733.5018789830908,0.9168773487288635,0.2708999963942915,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,56,800.0,300,50,1.065684641803029,0.7868630716393942,109.05953925639864,7.611179804392229,1,0.1,6.72152683144129,0,39,1.055684641803029,107.06445178035821,1.055684641803029,630.9447665662965,0.7886809582078707,0.31469998066313565,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,57,800.0,300,50,1.1124476757884187,0.7775104648423163,110.70353397784298,7.690405668785333,1,0.1,7.2790382048406155,0,39,1.1024476757884187,109.05953925639864,1.1024476757884187,702.6648337700635,0.8783310422125794,0.3595000016503036,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,58,800.0,300,50,1.2127972196949781,0.7574405560610045,112.25562117533205,7.90185880563142,1,0.1,6.690719251746927,0,39,1.202797219694978,110.70353397784298,1.202797219694978,790.4162379521758,0.9880202974402198,0.2460000105202198,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,59,800.0,300,50,1.0,0.8,114.28738805450563,8.2681924155054,1,0.1,7.644455983240029,0,39,0.99,112.25562117533205,0.99,563.9227468949045,0.7049034336186307,0.3591999993659556,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,60,800.0,300,50,1.0,0.8,115.96563408651366,8.638142115013393,1,0.1,7.750988684817555,0,39,0.99,114.28738805450563,0.99,600.1976444889636,0.7502470556112045,0.35879999632015824,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,61,800.0,300,50,1.0842376055256588,0.7831524788948683,117.66782330670081,8.617717795320162,1,0.1,8.276130282692673,0,39,1.0742376055256588,115.96563408651366,1.0742376055256588,661.9946321662959,0.8274932902078699,0.28279999969527125,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,62,800.0,300,50,1.0,0.8,119.83340407980586,8.746247196135725,1,0.1,7.430046514027307,0,39,0.99,117.66782330670081,0.99,537.1808242338866,0.6714760302923583,0.30059998971410096,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,63,800.0,300,50,1.0,0.8,121.54494512985217,9.013088404222373,1,0.1,8.19020272257979,0,39,0.99,119.83340407980586,0.99,586.9002097506257,0.7336252621882821,0.3620999923441559,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,64,800.0,300,50,1.1859473537260907,0.7628105292547819,123.30702848299975,9.00384816356212,1,0.1,7.721081390708076,0,39,1.1759473537260907,121.54494512985217,1.1759473537260907,726.585558508323,0.9082319481354036,0.28619999648071826,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,65,800.0,300,50,1.0,0.8,125.04024828043595,8.932086444625961,1,0.1,8.573222162975878,0,39,0.99,123.30702848299975,0.99,578.2818170702365,0.7228522713377956,0.3630999999586493,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,66,800.0,300,50,1.0,0.8,127.07585139139464,8.94070449572434,1,0.1,7.1311682602073025,0,39,0.99,125.04024828043595,0.99,537.4676816052977,0.6718346020066222,0.27829999453388155,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,67,800.0,300,50,1.0,0.8,129.22277315318127,9.259427385956839,1,0.1,6.106345636079339,0,39,0.99,127.07585139139464,0.99,519.1780892502511,0.6489726115628138,0.33260000054724514,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,68,800.0,300,50,1.006898363214085,0.798620327357183,130.79879973440083,9.420484653993576,1,0.1,5.14020475835248,0,39,0.9968983632140851,129.22277315318127,0.9968983632140851,593.8601651829483,0.7423252064786854,0.3066000062972307,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,69,800.0,300,50,1.0725918334736924,0.7854816333052616,132.49277443085052,9.767267964893216,1,0.1,6.667100868198873,0,39,1.0625918334736923,130.79879973440083,1.0625918334736923,628.5036097028889,0.7856295121286111,0.3284999984316528,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,70,800.0,300,50,1.0,0.8,134.10531902894112,9.882183467958052,1,0.1,5.978203603658022,0,39,0.99,132.49277443085052,0.99,578.3494923054946,0.7229368653818682,0.26500000967644155,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,71,800.0,300,50,1.0,0.8,135.89716698068648,10.028430949761981,1,0.1,6.733589127131703,0,39,0.99,134.10531902894112,0.99,551.7036587798347,0.6896295734747934,0.225499999942258,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,72,800.0,300,50,1.0,0.8,137.99890735238495,9.981386645717745,1,0.1,6.2597666075132405,0,39,0.99,135.89716698068648,0.99,506.3794377572431,0.632974297196554,0.2198000147473067,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,73,800.0,300,50,1.0,0.8,139.64670917233332,9.942044402022026,1,0.1,6.766862412878986,0,39,0.99,137.99890735238495,0.99,564.6051493138536,0.705756436642317,0.3612999862525612,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,74,800.0,300,50,1.0,0.8,141.45127288498307,10.037864873433758,1,0.1,7.920093406720115,0,39,0.99,139.64670917233332,0.99,539.998616036654,0.6749982700458175,0.2145000034943223,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
safeopt_gp,2,75,800.0,300,50,1.1582805612025466,0.7683438877594907,143.7089701754652,10.397571716549797,1,0.1,6.009193628777663,0,39,1.1482805612025466,141.45127288498307,1.1482805612025466,599.2702934343629,0.7490878667929536,0.19230000907555223,task3_safeopt_gp_V800.0_w300_g50_T2000_s2,exp_2
