algorithm,seed,t,V,window,grid_density,mos,swer,q_semantic,q_energy,violation_flag,energy_cum,snr_db,P_index,B_index,reward,q_prev_before,utility_reward,lyapunov_reward,scaled_reward,decision_latency_ms,run_tag,experiment_id,best_by_metric
best_fixed_arm_oracle,1,1,800.0,300,50,2.898111810419635,0.42037763791607297,0.01900309240599496,0,0,1.0,11.250940058737903,5,2,2.798111810419635,0.533586466526325,2.798111810419635,2238.764023060038,2.798455028825048,0.0,task3_best_fixed_arm_oracle_V800.0_w300_g50_T2000_s1,exp_1,scaled_reward
best_fixed_arm_oracle,1,2,800.0,300,50,2.8946712986612444,0.4210657402677511,0.0,0,0,1.0,11.61551245492398,5,2,2.7946712986612443,0.01900309240599496,2.7946712986612443,2235.7374000465165,2.7946717500581455,0.0,task3_best_fixed_arm_oracle_V800.0_w300_g50_T2000_s1,exp_1,scaled_reward
best_fixed_arm_oracle,1,3,800.0,300,50,2.8998846212634626,0.42002307574730746,0.0,0,0,1.0,10.879058367922312,5,2,2.7998846212634625,0.0,2.7998846212634625,2239.90769701077,2.7998846212634625,0.0,task3_best_fixed_arm_oracle_V800.0_w300_g50_T2000_s1,exp_1,scaled_reward
best_fixed_arm_oracle,1,4,800.0,300,50,2.814280775938113,0.4371438448123774,0.0,0,0,1.0,10.91878047540397,5,2,2.714280775938113,0.0,2.714280775938113,2171.4246207504902,2.714280775938113,0.0,task3_best_fixed_arm_oracle_V800.0_w300_g50_T2000_s1,exp_1,scaled_reward
best_fixed_arm_oracle,1,5,800.0,300,50,2.9406724315305794,0.41186551369388413,0.0,0,0,1.0,10.926922655922315,5,2,2.8406724315305794,0.0,2.8406724315305794,2272.5379452244633,2.8406724315305794,0.0,task3_best_fixed_arm_oracle_V800.0_w300_g50_T2000_s1,exp_1,scaled_reward
best_fixed_arm_oracle,1,6,800.0,300,50,2.7977809588423646,0.44044380823152707,0.0,0,0,1.0,8.215760176956346,5,2,2.6977809588423645,0.0,2.6977809588423645,2158.2247670738916,2.6977809588423645,0.0,task3_best_fixed_arm_oracle_V800.0_w300_g50_T2000_s1,exp_1,scaled_reward
best_fixed_arm_oracle,1,7,800.0,300,50,3.0517838755051048,0.38964322489897907,0.039257155256666953,0,0,1.0,8.429403174454958,5,2,2.9517838755051047,0.0,2.9517838755051047,2361.427100404084,2.9517838755051047,0.0,task3_best_fixed_arm_oracle_V800.0_w300_g50_T2000_s1,exp_1,scaled_reward
best_fixed_arm_oracle,1,8,800.0,300,50,2.9046702996201845,0.4190659400759631,0.146403739864298,0,0,1.0,7.317382411762675,5,2,2.8046702996201844,0.039257155256666953,2.8046702996201844,2243.7320334260403,2.8046650417825503,0.0,task3_best_fixed_arm_oracle_V800.0_w300_g50_T2000_s1,exp_1,scaled_reward
best_fixed_arm_oracle,1,9,800.0,300,50,2.856746474422274,0.42865070511554515,0.07936886572661894,0,0,1.0,7.9804457841389365,5,2,2.756746474422274,0.146403739864298,2.756746474422274,2205.4069936940946,2.756758742117618,0.0,task3_best_fixed_arm_oracle_V800.0_w300_g50_T2000_s1,exp_1,scaled_reward
best_fixed_arm_oracle,1,10,800.0,300,50,2.832795632027277,0.4334408735945446,0.11795526629243991,0,0,1.0,8.089459871960484,5,2,2.732795632027277,0.07936886572661894,2.732795632027277,2186.2334430629767,2.7327918038287207,0.0,task3_best_fixed_arm_oracle_V800.0_w300_g50_T2000_s1,exp_1,scaled_reward
best_fixed_arm_oracle,1,11,800.0,300,50,2.8435586237055483,0.43128827525889035,0.14836121957989223,0,0,1.0,7.144708248899706,5,2,2.7435586237055483,0.11795526629243991,2.7435586237055483,2194.8433124221215,2.743554140527652,0.0,task3_best_fixed_arm_oracle_V800.0_w300_g50_T2000_s1,exp_1,scaled_reward
best_fixed_arm_oracle,1,12,800.0,300,50,2.8720848304566564,0.4255830339086687,0.35618177839261234,0,0,1.0,6.638416590585391,5,2,2.7720848304566563,0.14836121957989223,2.7720848304566563,2217.6370318537656,2.772046289817207,0.0,task3_best_fixed_arm_oracle_V800.0_w300_g50_T2000_s1,exp_1,scaled_reward
best_fixed_arm_oracle,1,13,800.0,300,50,2.9279160618287983,0.41441678763424034,0.6599284942907341,0,0,1.0,5.820186363195083,5,2,2.827916061828798,0.35618177839261234,2.827916061828798,2262.2246604175893,2.8277808255219865,0.0,task3_best_fixed_arm_oracle_V800.0_w300_g50_T2000_s1,exp_1,scaled_reward
best_fixed_arm_oracle,1,14,800.0,300,50,2.715125110966558,0.4569749778066884,1.119330952594411,0,0,1.0,4.748398946317639,5,2,2.615125110966558,0.6599284942907341,2.615125110966558,2091.7969160006646,2.6147461450008307,0.0,task3_best_fixed_arm_oracle_V800.0_w300_g50_T2000_s1,exp_1,scaled_reward
best_fixed_arm_oracle,1,15,800.0,300,50,2.741781187505902,0.4516437624988196,1.3036283112265274,0,0,1.0,4.434499474350791,5,2,2.641781187505902,1.119330952594411,2.641781187505902,2113.218660266723,2.6415233253334036,0.0,task3_best_fixed_arm_oracle_V800.0_w300_g50_T2000_s1,exp_1,scaled_reward
best_fixed_arm_oracle,1,16,800.0,300,50,2.8635505611730223,0.42728988776539556,1.7274685482984793,0,0,1.0,3.3271264271855983,5,2,2.7635505611730222,1.3036283112265274,2.7635505611730222,2210.287918805934,2.7628598985074175,0.0,task3_best_fixed_arm_oracle_V800.0_w300_g50_T2000_s1,exp_1,scaled_reward
best_fixed_arm_oracle,1,17,800.0,300,50,2.9624646967535733,0.4075070606492853,2.3072686857974314,0,0,1.0,4.0866459496639775,5,2,2.862464696753573,1.7274685482984793,2.862464696753573,2288.97017090103,2.8612127136262875,0.0,task3_best_fixed_arm_oracle_V800.0_w300_g50_T2000_s1,exp_1,scaled_reward
best_fixed_arm_oracle,1,18,800.0,300,50,2.865344651620814,0.42693106967583716,2.725188619391664,0,0,1.0,3.789119105293504,5,2,2.765344651620814,2.3072686857974314,2.765344651620814,2211.3114677206986,2.7641393346508734,0.0,task3_best_fixed_arm_oracle_V800.0_w300_g50_T2000_s1,exp_1,scaled_reward
best_fixed_arm_oracle,1,19,800.0,300,50,2.8289989235288746,0.4342002152942251,3.2137879594080276,0,0,1.0,4.685002176071064,5,2,2.7289989235288745,2.725188619391664,2.7289989235288745,2181.8676134622447,2.727334516827806,0.0,task3_best_fixed_arm_oracle_V800.0_w300_g50_T2000_s1,exp_1,scaled_reward
best_fixed_arm_oracle,1,20,800.0,300,50,2.6769150767564898,0.46461698464870205,3.510254440871038,0,0,1.0,4.2391740230598325,5,2,2.5769150767564897,3.2137879594080276,2.5769150767564897,2060.579280996698,2.5757241012458723,0.0,task3_best_fixed_arm_oracle_V800.0_w300_g50_T2000_s1,exp_1,scaled_reward
best_fixed_arm_oracle,1,21,800.0,300,50,2.775975663409151,0.4448048673181698,3.8888332685075016,0,0,1.0,3.0440109429566324,5,2,2.675975663409151,3.510254440871038,2.675975663409151,2139.45162271639,2.6743145283954872,0.0,task3_best_fixed_arm_oracle_V800.0_w300_g50_T2000_s1,exp_1,scaled_reward
best_fixed_arm_oracle,1,22,800.0,300,50,2.927624219611435,0.414475156077713,4.361022645501795,0,0,1.0,3.042962146389352,5,2,2.827624219611435,3.8888332685075016,2.827624219611435,2260.263109930857,2.825328887413571,0.0,task3_best_fixed_arm_oracle_V800.0_w300_g50_T2000_s1,exp_1,scaled_reward
best_fixed_arm_oracle,1,23,800.0,300,50,2.945574280053325,0.41088514398933496,4.686735124800168,0,0,1.0,3.299447773610914,5,2,2.845574280053325,4.361022645501795,2.845574280053325,2275.0389845445175,2.8437987306806467,0.0,task3_best_fixed_arm_oracle_V800.0_w300_g50_T2000_s1,exp_1,scaled_reward
best_fixed_arm_oracle,1,24,800.0,300,50,2.697465103912981,0.4605069792174038,5.405737984941621,0,0,1.0,2.0,5,2,2.597465103912981,4.686735124800168,2.597465103912981,2074.6023071709283,2.59325288396366,0.0,task3_best_fixed_arm_oracle_V800.0_w300_g50_T2000_s1,exp_1,scaled_reward
best_fixed_arm_oracle,1,25,800.0,300,50,2.827440791596567,0.4345118416806866,6.00882772684945,0,0,1.0,2.332813613138047,5,2,2.727440791596567,5.405737984941621,2.727440791596567,2178.6924881510936,2.723365610188867,0.0,task3_best_fixed_arm_oracle_V800.0_w300_g50_T2000_s1,exp_1,scaled_reward
best_fixed_arm_oracle,1,26,800.0,300,50,2.752427885657715,0.449514422868457,6.495362328518475,0,0,1.0,3.0019668539274997,5,2,2.652427885657715,6.00882772684945,2.652427885657715,2119.0188059215916,2.6487735074019896,0.0,task3_best_fixed_arm_oracle_V800.0_w300_g50_T2000_s1,exp_1,scaled_reward
best_fixed_arm_oracle,1,27,800.0,300,50,2.7711435052365676,0.44577129895268647,7.070865619383203,0,0,1.0,2.0,5,2,2.6711435052365675,6.495362328518475,2.6711435052365675,2133.1767017938328,2.666470877242291,0.0,task3_best_fixed_arm_oracle_V800.0_w300_g50_T2000_s1,exp_1,scaled_reward
best_fixed_arm_oracle,1,28,800.0,300,50,2.84339281824371,0.431321436351258,7.819664783351811,0,0,1.0,2.144257088060825,5,2,2.7433928182437097,7.070865619383203,2.7433928182437097,2189.4195963306393,2.736774495413299,0.0,task3_best_fixed_arm_oracle_V800.0_w300_g50_T2000_s1,exp_1,scaled_reward
best_fixed_arm_oracle,1,29,800.0,300,50,2.7366133277645015,0.4526773344470997,8.440813022611131,0,0,1.0,2.1580066716792445,5,2,2.6366133277645014,7.819664783351811,2.6366133277645014,2104.433491199824,2.6305418639997797,0.0,task3_best_fixed_arm_oracle_V800.0_w300_g50_T2000_s1,exp_1,scaled_reward
