algorithm,seed,t,V,window,grid_density,mos,swer,q_semantic,q_energy,violation_flag,energy_cum,snr_db,P_index,B_index,utility_reward,lyapunov_reward,scaled_reward,q_prev_before,reward,decision_latency_ms,run_tag,experiment_id
raucb_plus,1,1,800.0,300,50,1.4581118104196351,0.708377637916073,0.5868158317099074,0.31385129691022084,0,0.1,11.250940058737903,0,0,1.448111810419635,1158.4610458668244,1.4480763073335305,0.533586466526325,1.448111810419635,0.04099999205209315,task3_raucb_plus_V800.0_w300_g50_T2000_s1,exp_1
raucb_plus,1,2,800.0,300,50,2.1746712986612446,0.565065740267751,0.8957951673898049,0.5906078512476242,0,0.1,11.61551245492398,0,1,2.164671298661245,1731.5557249631477,2.164444656203935,0.5868158317099074,2.164671298661245,0.0425000034738332,task3_raucb_plus_V800.0_w300_g50_T2000_s1,exp_1
raucb_plus,1,3,800.0,300,50,2.8998846212634626,0.42002307574730746,1.7859487006524288,0.6422052658934466,0,0.1,10.879058367922312,0,2,2.889884621263463,2311.1103017774385,2.8888878772217983,0.8957951673898049,2.889884621263463,0.09549999958835542,task3_raucb_plus_V800.0_w300_g50_T2000_s1,exp_1
raucb_plus,1,4,800.0,300,50,3.534280775938113,0.2931438448123774,2.8798577937708094,0.6439328862315215,0,0.1,10.91878047540397,0,3,3.5242807759381134,2817.470955227004,3.521838694033755,1.7859487006524288,3.5242807759381134,0.06220000796020031,task3_raucb_plus_V800.0_w300_g50_T2000_s1,exp_1
raucb_plus,1,5,800.0,300,50,4.380672431530579,0.12386551369388421,4.239219405810623,0.7865283734473391,0,0.1,10.926922655922315,0,4,4.370672431530579,3492.623177091478,4.365778971364347,2.8798577937708094,4.370672431530579,0.11110000195913017,task3_raucb_plus_V800.0_w300_g50_T2000_s1,exp_1
raucb_plus,1,6,800.0,300,50,4.957780958842364,0.00844380823152715,6.316354356217495,0.9571418012210563,0,0.1,8.215760176956346,0,5,4.9477809588423645,3949.4193362836395,4.93677417035455,4.239219405810623,4.9477809588423645,0.16540000797249377,task3_raucb_plus_V800.0_w300_g50_T2000_s1,exp_1
raucb_plus,1,7,800.0,300,50,1.6117838755051048,0.677643224898979,6.258919278168863,0.9351760939949956,0,0.28,8.429403174454958,1,0,1.5837838755051048,1267.3898807095159,1.5842373508868948,6.316354356217495,1.5837838755051048,0.10619999375194311,task3_raucb_plus_V800.0_w300_g50_T2000_s1,exp_1
raucb_plus,1,8,800.0,300,50,2.1846702996201848,0.563065940075963,6.624787911369844,0.9616777445215157,0,0.28,7.317382411762675,1,1,2.1566702996201847,1723.046297454529,2.1538078718181612,6.258919278168863,2.1566702996201847,0.17899999511428177,task3_raucb_plus_V800.0_w300_g50_T2000_s1,exp_1
raucb_plus,1,9,800.0,300,50,2.856746474422274,0.42865070511554515,7.2759931578046695,0.9113456859642175,0,0.28,7.9804457841389365,1,2,2.828746474422274,2258.683082893417,2.8233538536167715,6.624787911369844,2.828746474422274,0.169299979461357,task3_raucb_plus_V800.0_w300_g50_T2000_s1,exp_1
raucb_plus,1,10,800.0,300,50,3.5527956320272773,0.2894408735945445,8.453410075588149,0.9278161950163595,0,0.28,8.089459871960484,1,3,3.5247956320272773,2811.269628184146,3.5140870352301823,7.2759931578046695,3.5247956320272773,0.2817999920807779,task3_raucb_plus_V800.0_w300_g50_T2000_s1,exp_1
raucb_plus,1,11,800.0,300,50,4.283558623705548,0.14328827525889043,9.84957458515477,0.9032606372496259,0,0.28,7.144708248899706,1,4,4.255558623705548,3392.6445478320898,4.2408056847901126,8.453410075588149,4.255558623705548,0.32040002406574786,task3_raucb_plus_V800.0_w300_g50_T2000_s1,exp_1
raucb_plus,1,12,800.0,300,50,5.0,0.0,11.872931379779702,0.9649040902512545,0,0.28,6.638416590585391,1,5,4.972,3957.670796338962,4.947088495423703,9.84957458515477,4.972,0.3364000003784895,task3_raucb_plus_V800.0_w300_g50_T2000_s1,exp_1
raucb_plus,1,13,800.0,300,50,1.4879160618287985,0.7024167876342403,11.762459796786747,0.6005660532798547,0,0.45999999999999996,5.820186363195083,2,0,1.4419160618287985,1154.8444709873297,1.4435555887341622,11.872931379779702,1.4419160618287985,0.3293000045232475,task3_raucb_plus_V800.0_w300_g50_T2000_s1,exp_1
raucb_plus,1,14,800.0,300,50,1.9951251109665586,0.6009749778066883,12.13035436051728,0.5788346014881449,0,0.45999999999999996,4.748398946317639,2,1,1.9491251109665586,1554.9727437579102,1.9437159296973876,11.762459796786747,1.9491251109665586,0.34370002686046064,task3_raucb_plus_V800.0_w300_g50_T2000_s1,exp_1
raucb_plus,1,15,800.0,300,50,2.741781187505902,0.4516437624988196,12.613980433668075,0.44169504927561887,0,0.45999999999999996,4.434499474350791,2,2,2.695781187505902,2150.758394359417,2.688447992949271,12.13035436051728,2.695781187505902,0.37189997965469956,task3_raucb_plus_V800.0_w300_g50_T2000_s1,exp_1
raucb_plus,1,16,800.0,300,50,3.5835505611730225,0.2832898877653955,13.590992111715549,0.0893041328571057,0,0.45999999999999996,3.3271264271855983,2,3,3.5375505611730227,2817.716442748062,3.5221455534350774,12.613980433668075,3.5375505611730227,0.39480000850744545,task3_raucb_plus_V800.0_w300_g50_T2000_s1,exp_1
raucb_plus,1,17,800.0,300,50,4.402464696753572,0.11950706064928554,15.30017806219617,0.0,0,0.45999999999999996,4.0866459496639775,2,4,4.356464696753572,3461.94222463242,4.327427780790526,13.590992111715549,4.356464696753572,0.4087999986950308,task3_raucb_plus_V800.0_w300_g50_T2000_s1,exp_1
raucb_plus,1,18,800.0,300,50,5.0,0.0,17.020477239198147,0.0,0,0.45999999999999996,3.789119105293504,2,5,4.954,3936.87911627162,4.921098895339525,15.30017806219617,4.954,0.49760000547394156,task3_raucb_plus_V800.0_w300_g50_T2000_s1,exp_1
raucb_plus,1,19,800.0,300,50,1.3889989235288749,0.7222002152942251,16.87920415468317,0.0,0,0.64,4.685002176071064,3,0,1.3249989235288748,1062.4036741425984,1.328004592678248,17.020477239198147,1.3249989235288748,0.6363999855238944,task3_raucb_plus_V800.0_w300_g50_T2000_s1,exp_1
raucb_plus,1,20,800.0,300,50,1.95691507675649,0.608616984648702,17.043073940700854,0.0,0,0.64,4.2391740230598325,3,1,1.89291507675649,1511.5660698322154,1.8894575872902692,16.87920415468317,1.89291507675649,0.45789999421685934,task3_raucb_plus_V800.0_w300_g50_T2000_s1,exp_1
raucb_plus,1,21,800.0,300,50,2.775975663409151,0.4448048673181698,17.558633260770367,0.0,0,0.64,3.0440109429566324,3,2,2.711975663409151,2160.7938151145586,2.700992268893198,17.043073940700854,2.711975663409151,0.5652999971061945,task3_raucb_plus_V800.0_w300_g50_T2000_s1,exp_1
raucb_plus,1,22,800.0,300,50,3.6476242196114352,0.27047515607771294,18.501366230336384,0.0,0,0.64,3.042962146389352,3,3,3.583624219611435,2850.3462732137014,3.5629328415171266,17.558633260770367,3.583624219611435,0.513700011651963,task3_raucb_plus_V800.0_w300_g50_T2000_s1,exp_1
raucb_plus,1,23,800.0,300,50,4.385574280053325,0.12288514398933507,19.553231342838345,0.0,0,0.64,3.299447773610914,3,4,4.321574280053325,3437.798482371347,4.297248102964184,18.501366230336384,4.321574280053325,0.48729998525232077,task3_raucb_plus_V800.0_w300_g50_T2000_s1,exp_1
raucb_plus,1,24,800.0,300,50,1.0,0.8,21.49975929966759,0.0,1,0.64,2.0,3,5,0.9359999999999999,710.7390885448152,0.888423860681019,19.553231342838345,0.9359999999999999,0.45280001359060407,task3_raucb_plus_V800.0_w300_g50_T2000_s1,exp_1
raucb_plus,1,25,800.0,300,50,1.0,0.8,21.455144044223136,0.0,1,0.82,2.332813613138047,4,0,0.918,735.3592172531489,0.9191990215664362,21.49975929966759,0.918,0.5297000170685351,task3_raucb_plus_V800.0_w300_g50_T2000_s1,exp_1
