algorithm,seed,t,V,window,grid_density,mos,swer,q_semantic,q_energy,violation_flag,energy_cum,noise_std,reward,q_prev_before,utility_reward,lyapunov_reward,scaled_reward,decision_latency_ms,mu_star,mu_choice,run_tag,experiment_id,scenario
lyapunov_greedy_oracle,2,1,800.0,10000,50,5.0,0.0,0.0,0.0,0,0.1,0.05,4.963862577925963,0.0,4.963862577925963,3971.09006234077,4.963862577925963,0.05289999535307288,4.99,4.99,task3_lyapunov_greedy_oracle_V800.0_w10000_g50_T10000_s2,exp_2,bandit_stationary_pure
lyapunov_greedy_oracle,2,2,800.0,10000,50,5.0,0.0,0.0,0.0,0,0.1,0.05,4.969346822830405,0.0,4.969346822830405,3975.4774582643245,4.969346822830405,0.02880001557059586,4.99,4.99,task3_lyapunov_greedy_oracle_V800.0_w10000_g50_T10000_s2,exp_2,bandit_stationary_pure
lyapunov_greedy_oracle,2,3,800.0,10000,50,5.0,0.0,0.0,0.0,0,0.1,0.05,4.867926630868007,0.0,4.867926630868007,3894.341304694406,4.867926630868007,0.02500001573935151,4.99,4.99,task3_lyapunov_greedy_oracle_V800.0_w10000_g50_T10000_s2,exp_2,bandit_stationary_pure
lyapunov_greedy_oracle,2,4,800.0,10000,50,5.0,0.0,0.0,0.0,0,0.1,0.05,5.079985369136045,0.0,5.079985369136045,4063.988295308836,5.079985369136045,0.024100008886307478,4.99,4.99,task3_lyapunov_greedy_oracle_V800.0_w10000_g50_T10000_s2,exp_2,bandit_stationary_pure
lyapunov_greedy_oracle,2,5,800.0,10000,50,5.0,0.0,0.0,0.0,0,0.1,0.05,5.047208293601861,0.0,5.047208293601861,4037.766634881489,5.047208293601861,0.023800006601959467,4.99,4.99,task3_lyapunov_greedy_oracle_V800.0_w10000_g50_T10000_s2,exp_2,bandit_stationary_pure
lyapunov_greedy_oracle,2,6,800.0,10000,50,5.0,0.0,0.0,0.0,0,0.1,0.05,4.973728858156609,0.0,4.973728858156609,3978.9830865252875,4.973728858156609,0.023599975975230336,4.99,4.99,task3_lyapunov_greedy_oracle_V800.0_w10000_g50_T10000_s2,exp_2,bandit_stationary_pure
lyapunov_greedy_oracle,2,7,800.0,10000,50,5.0,0.0,0.0,0.0,0,0.1,0.05,5.028690329336383,0.0,5.028690329336383,4022.9522634691066,5.028690329336383,0.02340000355616212,4.99,4.99,task3_lyapunov_greedy_oracle_V800.0_w10000_g50_T10000_s2,exp_2,bandit_stationary_pure
lyapunov_greedy_oracle,2,8,800.0,10000,50,5.0,0.0,0.0,0.0,0,0.1,0.05,5.0040605334898824,0.0,5.0040605334898824,4003.248426791906,5.0040605334898824,0.022899999748915434,4.99,4.99,task3_lyapunov_greedy_oracle_V800.0_w10000_g50_T10000_s2,exp_2,bandit_stationary_pure
lyapunov_greedy_oracle,2,9,800.0,10000,50,5.0,0.0,0.0,0.0,0,0.1,0.05,4.9623088581787975,0.0,4.9623088581787975,3969.847086543038,4.9623088581787975,0.023299973690882325,4.99,4.99,task3_lyapunov_greedy_oracle_V800.0_w10000_g50_T10000_s2,exp_2,bandit_stationary_pure
lyapunov_greedy_oracle,2,10,800.0,10000,50,5.0,0.0,0.0,0.0,0,0.1,0.05,5.038878372556302,0.0,5.038878372556302,4031.1026980450415,5.038878372556302,0.02340000355616212,4.99,4.99,task3_lyapunov_greedy_oracle_V800.0_w10000_g50_T10000_s2,exp_2,bandit_stationary_pure
lyapunov_greedy_oracle,2,11,800.0,10000,50,5.0,0.0,0.0,0.0,0,0.1,0.05,4.974472172667043,0.0,4.974472172667043,3979.5777381336343,4.974472172667043,0.023200002033263445,4.99,4.99,task3_lyapunov_greedy_oracle_V800.0_w10000_g50_T10000_s2,exp_2,bandit_stationary_pure
lyapunov_greedy_oracle,2,12,800.0,10000,50,5.0,0.0,0.0,0.0,0,0.1,0.05,4.973558804797102,0.0,4.973558804797102,3978.847043837682,4.973558804797102,0.022799998987466097,4.99,4.99,task3_lyapunov_greedy_oracle_V800.0_w10000_g50_T10000_s2,exp_2,bandit_stationary_pure
lyapunov_greedy_oracle,2,13,800.0,10000,50,5.0,0.0,0.0,0.0,0,0.1,0.05,4.950392662232055,0.0,4.950392662232055,3960.3141297856437,4.950392662232055,0.02269999822601676,4.99,4.99,task3_lyapunov_greedy_oracle_V800.0_w10000_g50_T10000_s2,exp_2,bandit_stationary_pure
lyapunov_greedy_oracle,2,14,800.0,10000,50,5.0,0.0,0.0,0.0,0,0.1,0.05,5.012747903562043,0.0,5.012747903562043,4010.198322849634,5.012747903562043,0.022799998987466097,4.99,4.99,task3_lyapunov_greedy_oracle_V800.0_w10000_g50_T10000_s2,exp_2,bandit_stationary_pure
lyapunov_greedy_oracle,2,15,800.0,10000,50,5.0,0.0,0.0,0.0,0,0.1,0.05,4.985040097414131,0.0,4.985040097414131,3988.0320779313047,4.985040097414131,0.02269999822601676,4.99,4.99,task3_lyapunov_greedy_oracle_V800.0_w10000_g50_T10000_s2,exp_2,bandit_stationary_pure
lyapunov_greedy_oracle,2,16,800.0,10000,50,5.0,0.0,0.0,0.0,0,0.1,0.05,5.017264435698234,0.0,5.017264435698234,4013.811548558587,5.017264435698234,0.022899999748915434,4.99,4.99,task3_lyapunov_greedy_oracle_V800.0_w10000_g50_T10000_s2,exp_2,bandit_stationary_pure
lyapunov_greedy_oracle,2,17,800.0,10000,50,5.0,0.0,0.0,0.0,0,0.1,0.05,4.9596407150064685,0.0,4.9596407150064685,3967.712572005175,4.9596407150064685,0.02269999822601676,4.99,4.99,task3_lyapunov_greedy_oracle_V800.0_w10000_g50_T10000_s2,exp_2,bandit_stationary_pure
lyapunov_greedy_oracle,2,18,800.0,10000,50,5.0,0.0,0.0,0.0,0,0.1,0.05,4.9963413923555935,0.0,4.9963413923555935,3997.073113884475,4.9963413923555935,0.022499996703118086,4.99,4.99,task3_lyapunov_greedy_oracle_V800.0_w10000_g50_T10000_s2,exp_2,bandit_stationary_pure
lyapunov_greedy_oracle,2,19,800.0,10000,50,5.0,0.0,0.0,0.0,0,0.1,0.05,4.94538629782851,0.0,4.94538629782851,3956.3090382628084,4.94538629782851,0.022799998987466097,4.99,4.99,task3_lyapunov_greedy_oracle_V800.0_w10000_g50_T10000_s2,exp_2,bandit_stationary_pure
lyapunov_greedy_oracle,2,20,800.0,10000,50,5.0,0.0,0.0,0.0,0,0.1,0.05,5.032073248618508,0.0,5.032073248618508,4025.658598894806,5.032073248618508,0.02269999822601676,4.99,4.99,task3_lyapunov_greedy_oracle_V800.0_w10000_g50_T10000_s2,exp_2,bandit_stationary_pure
lyapunov_greedy_oracle,2,21,800.0,10000,50,5.0,0.0,0.0,0.0,0,0.1,0.05,4.9994017543490346,0.0,4.9994017543490346,3999.5214034792275,4.9994017543490346,0.024699984351173043,4.99,4.99,task3_lyapunov_greedy_oracle_V800.0_w10000_g50_T10000_s2,exp_2,bandit_stationary_pure
