algorithm,seed,t,V,window,grid_density,mos,swer,q_semantic,q_energy,violation_flag,energy_cum,snr_db,noise_std,semantic_weight,P_index,B_index,reward,q_prev_before,utility_reward,lyapunov_reward,scaled_reward,decision_latency_ms,mu_star,mu_choice,run_tag,experiment_id,scenario
lagrangian_ppo,0,33,800.0,10000,50,2.0612244897959187,0.0,0.0,0.0,1,0.6142857142857143,10.0,0.05,0.0,-1,-1,2.026838197601638,0.0,2.026838197601638,1621.4705580813102,2.026838197601638,1.070800000888994,4.99,1.9997959183673473,task3_lagrangian_ppo_V800.0_w10000_g50_T10000_s0,exp_0,bandit_stationary_pure
lagrangian_ppo,0,34,800.0,10000,50,3.163265306122449,0.0,0.0,0.0,0,0.15510204081632656,10.0,0.05,0.0,-1,-1,3.1584880581661334,0.0,3.1584880581661334,2526.7904465329066,3.1584880581661334,0.6730999994033482,4.99,3.1477551020408163,task3_lagrangian_ppo_V800.0_w10000_g50_T10000_s0,exp_0,bandit_stationary_pure
lagrangian_ppo,0,35,800.0,10000,50,2.2081632653061227,0.0,0.0,0.0,1,0.6693877551020408,10.0,0.05,0.0,-1,-1,2.158993125247915,0.0,2.158993125247915,1727.194500198332,2.158993125247915,0.6584000002476387,4.99,2.1412244897959187,task3_lagrangian_ppo_V800.0_w10000_g50_T10000_s0,exp_0,bandit_stationary_pure
lagrangian_ppo,0,36,800.0,10000,50,4.044897959183674,0.0,0.0,0.0,1,0.6510204081632653,10.0,0.05,0.0,-1,-1,3.94710448789643,0.0,3.94710448789643,3157.683590317144,3.9471044878964303,0.6499000010080636,4.99,3.979795918367347,task3_lagrangian_ppo_V800.0_w10000_g50_T10000_s0,exp_0,bandit_stationary_pure
lagrangian_ppo,0,37,800.0,10000,50,1.8408163265306123,0.0,0.0,0.0,1,0.6877551020408164,10.0,0.05,0.0,-1,-1,1.765560134641892,0.0,1.765560134641892,1412.4481077135138,1.765560134641892,1.2784999998984858,4.99,1.7720408163265307,task3_lagrangian_ppo_V800.0_w10000_g50_T10000_s0,exp_0,bandit_stationary_pure
lagrangian_ppo,0,38,800.0,10000,50,2.1346938775510207,0.0,0.0,0.0,0,0.1,10.0,0.05,0.0,-1,-1,2.1638926510540872,0.0,2.1638926510540872,1731.1141208432698,2.1638926510540872,0.6797000023652799,4.99,2.124693877551021,task3_lagrangian_ppo_V800.0_w10000_g50_T10000_s0,exp_0,bandit_stationary_pure
lagrangian_ppo,0,39,800.0,10000,50,4.191836734693878,0.0,0.0,0.0,1,0.6142857142857143,10.0,0.05,0.0,-1,-1,4.205079720526344,0.0,4.205079720526344,3364.063776421075,4.205079720526344,0.6546999975398649,4.99,4.130408163265306,task3_lagrangian_ppo_V800.0_w10000_g50_T10000_s0,exp_0,bandit_stationary_pure
lagrangian_ppo,0,40,800.0,10000,50,4.118367346938776,0.0,0.0,0.0,1,0.9081632653061225,10.0,0.05,0.0,-1,-1,3.964597743802957,0.0,3.964597743802957,3171.6781950423656,3.964597743802957,0.6806000019423664,4.99,4.027551020408163,task3_lagrangian_ppo_V800.0_w10000_g50_T10000_s0,exp_0,bandit_stationary_pure
lagrangian_ppo,0,41,800.0,10000,50,4.853061224489796,0.0,0.0,0.0,1,0.6877551020408164,10.0,0.05,0.0,-1,-1,4.859981903022668,0.0,4.859981903022668,3887.985522418134,4.859981903022668,0.6403999977919739,4.99,4.784285714285715,task3_lagrangian_ppo_V800.0_w10000_g50_T10000_s0,exp_0,bandit_stationary_pure
lagrangian_ppo,0,42,800.0,10000,50,1.6204081632653062,0.0,0.0,0.0,0,0.2653061224489796,10.0,0.05,0.0,-1,-1,1.6611713222095235,0.0,1.6611713222095235,1328.9370577676189,1.6611713222095235,1.232500002515735,4.99,1.5938775510204082,task3_lagrangian_ppo_V800.0_w10000_g50_T10000_s0,exp_0,bandit_stationary_pure
lagrangian_ppo,0,43,800.0,10000,50,3.6775510204081634,0.0,0.0,0.0,0,0.13673469387755102,10.0,0.05,0.0,-1,-1,3.7029431210554296,0.0,3.7029431210554296,2962.3544968443434,3.702943121055429,0.651599999400787,4.99,3.6638775510204082,task3_lagrangian_ppo_V800.0_w10000_g50_T10000_s0,exp_0,bandit_stationary_pure
lagrangian_ppo,0,44,800.0,10000,50,4.559183673469388,0.0,0.0,0.0,1,0.7061224489795919,10.0,0.05,0.0,-1,-1,4.501794210087894,0.0,4.501794210087894,3601.4353680703152,4.501794210087894,0.7487000002583954,4.99,4.488571428571428,task3_lagrangian_ppo_V800.0_w10000_g50_T10000_s0,exp_0,bandit_stationary_pure
lagrangian_ppo,0,45,800.0,10000,50,1.6938775510204083,0.0,0.0,0.0,1,1.0,10.0,0.05,0.0,-1,-1,1.5781814102935867,0.0,1.5781814102935867,1262.5451282348695,1.578181410293587,0.6659999999101274,4.99,1.5938775510204082,task3_lagrangian_ppo_V800.0_w10000_g50_T10000_s0,exp_0,bandit_stationary_pure
lagrangian_ppo,0,46,800.0,10000,50,3.7510204081632654,0.0,0.0,0.0,1,0.963265306122449,10.0,0.05,0.0,-1,-1,3.7275949117278686,0.0,3.7275949117278686,2982.075929382295,3.7275949117278686,0.656899999739835,4.99,3.6546938775510207,task3_lagrangian_ppo_V800.0_w10000_g50_T10000_s0,exp_0,bandit_stationary_pure
lagrangian_ppo,0,47,800.0,10000,50,4.191836734693878,0.0,0.0,0.0,1,1.0,10.0,0.05,0.0,-1,-1,4.1898496505163765,0.0,4.1898496505163765,3351.879720413101,4.1898496505163765,0.9026000006997492,4.99,4.091836734693878,task3_lagrangian_ppo_V800.0_w10000_g50_T10000_s0,exp_0,bandit_stationary_pure
lagrangian_ppo,0,48,800.0,10000,50,3.8244897959183675,0.0,0.0,0.0,1,0.7795918367346939,10.0,0.05,0.0,-1,-1,3.8366123557382044,0.0,3.8366123557382044,3069.2898845905634,3.8366123557382044,0.8683999985805713,4.99,3.7465306122448983,task3_lagrangian_ppo_V800.0_w10000_g50_T10000_s0,exp_0,bandit_stationary_pure
lagrangian_ppo,0,49,800.0,10000,50,4.853061224489796,0.0,0.0,0.0,0,0.3204081632653062,10.0,0.05,0.0,-1,-1,4.886775596399985,0.0,4.886775596399985,3909.4204771199875,4.886775596399985,0.6417000004148576,4.99,4.821020408163266,task3_lagrangian_ppo_V800.0_w10000_g50_T10000_s0,exp_0,bandit_stationary_pure
lagrangian_ppo,0,50,800.0,10000,50,3.5306122448979593,0.0,0.0,0.0,0,0.3387755102040817,10.0,0.05,0.0,-1,-1,3.514603714410499,0.0,3.514603714410499,2811.6829715283993,3.5146037144104993,0.693199999659555,4.99,3.496734693877551,task3_lagrangian_ppo_V800.0_w10000_g50_T10000_s0,exp_0,bandit_stationary_pure
lagrangian_ppo,0,51,800.0,10000,50,1.4,0.0,0.0,0.0,0,0.41224489795918373,10.0,0.05,0.0,-1,-1,1.2983595785899729,0.0,1.2983595785899729,1038.6876628719783,1.2983595785899729,0.6345000001601875,4.99,1.3587755102040815,task3_lagrangian_ppo_V800.0_w10000_g50_T10000_s0,exp_0,bandit_stationary_pure
lagrangian_ppo,0,52,800.0,10000,50,3.8244897959183675,0.0,0.0,0.0,1,0.8714285714285714,10.0,0.05,0.0,-1,-1,3.737124232119506,0.0,3.737124232119506,2989.6993856956046,3.737124232119506,0.6260000009206124,4.99,3.7373469387755103,task3_lagrangian_ppo_V800.0_w10000_g50_T10000_s0,exp_0,bandit_stationary_pure
lagrangian_ppo,0,53,800.0,10000,50,2.795918367346939,0.0,0.0,0.0,1,0.8530612244897959,10.0,0.05,0.0,-1,-1,2.743435991651776,0.0,2.743435991651776,2194.748793321421,2.7434359916517765,1.1686999969242606,4.99,2.7106122448979595,task3_lagrangian_ppo_V800.0_w10000_g50_T10000_s0,exp_0,bandit_stationary_pure
lagrangian_ppo,0,54,800.0,10000,50,2.2081632653061227,0.0,0.0,0.0,1,0.9816326530612246,10.0,0.05,0.0,-1,-1,2.0455819268125226,0.0,2.0455819268125226,1636.465541450018,2.0455819268125226,0.6610999989788979,4.99,2.1100000000000003,task3_lagrangian_ppo_V800.0_w10000_g50_T10000_s0,exp_0,bandit_stationary_pure
lagrangian_ppo,0,55,800.0,10000,50,4.412244897959184,0.0,0.0,0.0,0,0.2285714285714286,10.0,0.05,0.0,-1,-1,4.409143858111141,0.0,4.409143858111141,3527.3150864889126,4.409143858111141,0.7326000013563316,4.99,4.389387755102041,task3_lagrangian_ppo_V800.0_w10000_g50_T10000_s0,exp_0,bandit_stationary_pure
